형태소,품사,분류,카운트
단어,Noun,10,1
단언,Noun,10,1
단언컨대,Noun,10,1
단연,Noun,8,1
단연,Noun,9,3
단연,Noun,10,8
단조로운,Adjective,7,1
단지,Noun,5,1
단지,Noun,10,1
달,Noun,10,1
달까,Verb,5,1
달까,Verb,7,1
달라,Noun,8,1
달라,Noun,10,1
달라졌습니다,Verb,10,1
달라짐,Noun,10,1
달려가며,Verb,10,1
달려드는건,Verb,7,1
달려드는구만,Verb,7,1
달려오는,Verb,8,2
달려오던,Verb,6,1
달려온다,Verb,8,1
달리,Noun,7,1
달리,Noun,8,1
달리,Noun,10,1
달리기,Noun,8,1
달리는,Verb,1,1
달리는,Verb,7,2
달리는,Verb,8,1
달리는,Verb,9,1
달리는,Verb,10,2
달린,Verb,6,1
달린다,Noun,6,1
달릴,Verb,5,1
달림,Noun,1,1
달았다,Verb,10,2
달후,Noun,10,3
닮았네,Verb,7,1
닮은,Verb,8,1
담,Noun,10,1
담겨,Verb,8,1
담겨,Verb,10,1
담겨있는,Verb,7,1
담겨있는,Verb,9,1
담겨있는,Verb,10,2
담겨있다,Verb,10,1
담고있는,Verb,8,1
담고있는,Verb,10,2
담긴,Verb,10,2
담백하네,Adjective,10,1
담아,Verb,7,1
담아,Verb,8,1
담아,Verb,10,2
담아내는,Verb,10,1
담아내려,Verb,9,1
담았다,Verb,10,1
담으려,Verb,10,1
담으려고,Verb,6,1
담으려고,Verb,7,1
담은,Verb,7,1
담은,Verb,8,1
담함으로,Adjective,1,1
답,Noun,5,1
답답하고,Adjective,3,1
답답하구만,Adjective,3,1
답답하기는,Adjective,4,1
답답하기만,Adjective,5,1
답답하다,Adjective,4,1
답답한,Adjective,1,1
답답한,Adjective,10,1
답답함,Adjective,6,1
답답했다,Adjective,6,1
답지,Noun,6,1
당,Modifier,8,1
당,Modifier,10,1
당,Noun,8,1
당시,Noun,2,1
당시,Noun,8,2
당시,Noun,9,1
당신,Noun,10,3
당연히,Adjective,8,1
당하는,Adjective,9,1
당했는데,Adjective,10,1
닿고,Verb,10,1
닿는,Verb,10,1
닿으면,Verb,10,1
대,Foreign,1,1
대,Foreign,7,1
대,Modifier,1,2
대,Modifier,3,2
대,Modifier,5,2
대,Modifier,6,1
대,Modifier,7,1
대,Modifier,8,2
대,Modifier,9,1
대,Modifier,10,3
대,Suffix,3,1
대,Suffix,7,1
대,Suffix,8,2
대,Suffix,9,1
대,Suffix,10,16
대,Verb,10,3
대가,Noun,1,1
대가,Noun,10,2
대가리,Noun,10,1
대갈,Noun,6,1
대감,Noun,7,1
대고,Noun,10,1
대규모,Noun,1,1
대는거,Verb,8,1
대니,Noun,4,2
대니,Noun,5,1
대니,Noun,6,2
대니,Noun,7,5
대니,Noun,8,11
대니,Noun,9,6
대니,Noun,10,31
대단,Verb,8,1
대단하고,Adjective,10,1
대단하다,Adjective,7,1
대단하다,Adjective,8,1
대단한,Adjective,7,1
대단한,Adjective,10,3
대단한거다,Adjective,8,1
대단함,Adjective,8,1
대답,Noun,9,1
대도시,Noun,9,1
대로,Josa,6,1
대로,Josa,7,2
대로,Josa,9,2
대로,Josa,10,1
대립,Noun,10,2
대박,Noun,8,2
대박,Noun,10,3
대부,Noun,9,1
대부분,Noun,1,1
대부분,Noun,8,1
대부분,Noun,10,1
대사,Noun,2,1
대사,Noun,8,1
대상,Noun,10,1
대안,Noun,8,1
대안,Noun,10,3
대우,Noun,4,1
대의,Noun,5,2
대의,Noun,10,1
대자연,Noun,2,1
대작,Noun,8,2
대작,Noun,10,2
대중성,Noun,7,1
대체,Noun,3,1
대충,Noun,1,1
대충대충,Adverb,8,1
대판,Noun,10,2
대표,Noun,10,1
대하,Noun,8,1
대한,Noun,1,1
대한,Noun,6,1
대한,Noun,7,3
대한,Noun,8,2
대한,Noun,9,6
대한,Noun,10,7
대항,Noun,8,1
대해,Noun,8,4
대해,Noun,10,3
대화,Noun,9,1
댄대,Verb,10,1
댐,Verb,7,1
댓글,Noun,10,1
댕기,Noun,8,1
더,Noun,1,2
더,Noun,4,3
더,Noun,5,4
더,Noun,6,6
더,Noun,7,8
더,Noun,8,20
더,Noun,9,22
더,Noun,10,32
더남,Noun,9,1
더러,Noun,8,2
더러운면을,Adjective,10,1
더럽게,Adjective,1,1
더불어,Verb,9,1
더불어,Verb,10,5
더욱,Noun,7,2
더욱,Noun,10,1
더욱더,Noun,7,1
더욱더,Noun,8,1
더한,Adjective,7,1
더해,Adjective,8,1
더해,Adjective,10,1
더했다,Adjective,10,1
덕,Noun,10,3
덕분,Noun,7,1
덕분,Noun,10,2
덕후,Noun,7,1
던,Noun,8,1
던,Noun,10,1
던데,Noun,10,1
던져,Verb,10,1
던지는,Verb,7,1
던지는,Verb,8,1
던파,Noun,8,1
덜,Noun,8,2
덜,Noun,10,1
덜덜,Noun,8,1
덜덜,Noun,10,2
덜하지만,Adjective,6,1
덜해요,Adjective,7,1
덤,Noun,10,1
덮었음,Verb,1,1
데,Noun,1,1
데,Noun,3,1
데,Noun,7,1
데,Noun,8,1
데,Noun,10,4
데니,Noun,7,1
데니,Noun,9,3
데니,Noun,10,2
데드,Noun,6,1
데드,Noun,10,1
도,Foreign,10,5
도,Josa,1,26
도,Josa,2,3
도,Josa,3,3
도,Josa,4,3
도,Josa,5,7
도,Josa,6,6
도,Josa,7,17
도,Josa,8,27
도,Josa,9,15
도,Josa,10,69
도,Noun,1,1
도,Noun,7,1
도,Noun,8,2
도,Noun,9,3
도,Noun,10,8
도감,Noun,8,1
도감,Noun,10,1
도구,Noun,9,1
도굿,Noun,10,1
도그빌,Noun,10,1
도대체,Noun,1,2
도대체,Noun,4,1
도대체,Noun,7,1
도대체,Noun,9,1
도대체,Noun,10,2
도덕,Noun,8,1
도도,Noun,9,1
도로,Noun,5,1
도로,Noun,10,1
도망가는,Verb,10,1
도망치던,Verb,9,1
도망칠,Verb,10,2
도방,Noun,2,1
도시,Noun,5,2
도시,Noun,6,1
도시,Noun,7,1
도시,Noun,8,2
도시,Noun,10,8
도어,Noun,5,1
도에,Foreign,7,1
도에,Foreign,10,1
도였으면,Foreign,8,1
도움,Noun,5,1
도작이라,Foreign,6,1
도작이어도,Foreign,10,1
도저히,Noun,1,1
도적,Noun,1,1
도토,Noun,10,1
독,Noun,9,1
독,Noun,10,1
독립영화,Noun,6,1
독특한,Adjective,8,1
독특한,Adjective,10,1
돈,Noun,1,1
돈,Noun,7,2
돈,Noun,9,1
돈,Noun,10,1
돈좀,Noun,8,1
돋보이는,Verb,9,1
돋보이는군,Verb,7,1
돋았다,Verb,8,1
돌려서,Verb,1,1
돌변,Noun,9,1
돌변,Noun,10,1
돌아,Verb,10,1
돌아가는,Verb,7,1
돌아가는,Verb,8,1
돌아온다면,Verb,10,1
돌아와,Verb,10,1
돌연변이,Noun,8,1
돌진,Noun,7,1
돌풍,Noun,8,1
동감,Noun,3,1
동감,Noun,6,1
동료,Noun,5,1
동문,Noun,10,1
동물,Noun,8,1
동물,Noun,10,1
동시,Noun,6,1
동시,Noun,9,1
동안,Foreign,10,1
동안,Noun,8,1
동안,Noun,10,1
동의,Noun,5,1
동일하다,Adjective,10,1
동점,Noun,10,1
동차,Noun,4,1
돼,Verb,1,3
돼,Verb,7,1
돼고,Verb,10,1
돼는,Verb,10,1
돼서,Verb,8,1
돼야,Verb,10,1
됐,Verb,8,1
됐는데,Verb,6,1
됐는지,Verb,8,1
됐다,Verb,8,1
됐다는,Verb,4,1
되,Verb,1,1
되고,Verb,9,2
되고,Verb,10,3
되기,Verb,9,1
되나,Verb,1,1
되네,Verb,7,1
되네,Verb,10,1
되네요,Verb,9,1
되네요,Verb,10,1
되는,Verb,4,1
되는,Verb,6,2
되는,Verb,8,4
되는,Verb,10,5
되는데,Verb,1,1
되는지,Verb,10,1
되도,Verb,10,1
되서,Verb,10,2
되야지,Verb,10,1
되어,Verb,1,1
되어,Verb,9,2
되어,Verb,10,3
되어도,Verb,6,1
되어서,Verb,4,1
되어야,Verb,10,1
되어야지,Verb,10,1
되었다,Verb,4,1
되었다,Verb,7,2
되었다,Verb,8,1
되었다,Verb,10,1
되었지만,Verb,7,1
되있다,Verb,10,1
되지,Verb,7,1
되지,Verb,9,1
되지,Verb,10,1
되지나,Verb,8,1
되질,Verb,8,1
된,Verb,1,4
된,Verb,2,1
된,Verb,5,1
된,Verb,7,4
된,Verb,8,5
된,Verb,9,6
된,Verb,10,20
된게,Verb,4,1
된다,Verb,7,2
된다,Verb,8,1
된다,Verb,9,1
된다,Verb,10,5
된다고,Verb,10,1
된다면,Verb,9,1
된다면,Verb,10,1
된듯,Verb,1,1
될,Verb,5,2
될,Verb,7,1
될,Verb,9,1
될,Verb,10,5
될거,Verb,9,1
될거라,Verb,10,1
될것,Verb,7,1
될만큼,Verb,9,1
될수도,Verb,10,2
될수밖에,Verb,6,1
될지,Verb,8,1
됨,Verb,8,2
됨,Verb,10,7
됩니다,Verb,1,1
됩니다,Verb,10,3
됬는데,Verb,9,1
두,Determiner,1,1
두,Determiner,5,1
두,Determiner,8,1
두,Determiner,9,2
두,Determiner,10,4
두,Josa,7,1
두,Josa,8,1
두,Josa,10,1
두,Noun,7,1
두,Noun,10,1
두고,Verb,10,1
두는,Verb,8,1
두드러지게,Adjective,9,1
두려운,Adjective,8,1
두려움,Noun,7,1
두려움,Noun,8,2
두려움,Noun,10,1
두려워,Adjective,6,1
두렵고,Adjective,9,1
두르게,Verb,10,1
두번째,Noun,9,1
두운,Noun,5,1
두운,Noun,8,2
두운,Noun,9,1
두운,Noun,10,1
둔,Verb,8,1
둔한,Adjective,8,1
둘,Noun,10,1
둘다,Verb,8,1
둘째,Noun,10,1
둥이,Noun,10,1
뒈지는줄,Verb,1,1
뒤,Noun,4,1
뒤,Noun,7,1
뒤,Noun,8,3
뒤,Noun,10,6
뒤덮힌,Verb,8,1
뒷,Modifier,6,1
뒷,Modifier,7,1
뒷전,Noun,7,1
드,Noun,10,1
드네,Noun,10,1
드는,Verb,10,1
드는건,Verb,9,1
드는건,Verb,10,1
드는데,Verb,8,1
드라마,Noun,4,1
드라마,Noun,7,2
드라마,Noun,8,1
드라마,Noun,10,1
드라마틱한,Adjective,6,1
드라마틱함이,Adjective,8,1
드러나는,Verb,8,3
드러나는,Verb,10,1
드러난것,Verb,10,1
드러내는,Verb,10,1
드러내는데,Verb,10,1
드러내어,Verb,10,1
드러낸,Verb,10,1
드레곤,Noun,3,2
드레곤헤드,Noun,10,1
드루,Noun,10,1
드림,Noun,10,1
드립니다,Verb,6,1
드묾,Adjective,10,1
드믄,Noun,10,1
든,Josa,8,2
든,Josa,9,3
든,Josa,10,2
든,Verb,10,1
든다,Verb,3,1
든다,Verb,4,1
든다,Verb,7,1
든다,Verb,8,2
든다,Verb,9,1
든다,Verb,10,2
듣이,Verb,9,1
들,Suffix,1,17
들,Suffix,2,2
들,Suffix,3,5
들,Suffix,4,2
들,Suffix,5,4
들,Suffix,6,14
들,Suffix,7,19
들,Suffix,8,35
들,Suffix,9,24
들,Suffix,10,77
들,Verb,1,4
들,Verb,2,1
들,Verb,8,1
들,Verb,10,7
들게,Verb,10,1
들고,Verb,9,1
들따라,Adjective,1,1
들뜨는,Adjective,9,1
들만,Verb,10,1
들만큼,Verb,7,1
들보,Noun,4,1
들아,Verb,1,1
들어,Verb,10,1
들어가,Verb,9,1
들어가고,Verb,8,1
들어가고,Verb,10,1
들어가서,Verb,2,1
들어가서부터,Verb,7,1
들어간,Verb,7,1
들어간다,Verb,10,1
들어갈듯,Verb,10,1
들어서,Verb,5,1
들어서,Verb,6,1
들어선,Verb,7,1
들어오,Verb,4,1
들어요,Verb,9,2
들어있는,Verb,8,1
들어있는,Verb,10,1
들었고,Verb,5,1
들었다,Verb,6,1
들었다,Verb,9,1
들었다,Verb,10,1
들었던거,Verb,9,1
들었어야지,Verb,8,1
들었을까,Verb,1,1
들었지만,Verb,7,1
들여서,Verb,8,1
들은,Verb,7,1
들은,Verb,10,1
들이,Verb,10,3
들이게,Verb,10,1
들이있고,Verb,9,1
들이잖아,Verb,7,1
들임,Verb,10,1
들하곤,Verb,10,1
듦,Verb,9,1
듬,Noun,10,1
듯,Noun,1,1
듯,Noun,5,1
듯,Noun,6,2
듯,Noun,7,1
듯,Noun,8,4
듯,Noun,9,4
듯,Noun,10,7
등,Noun,1,1
등,Noun,2,1
등,Noun,7,1
등,Noun,8,1
등,Noun,9,3
등,Noun,10,6
등등,Noun,10,1
등록,Noun,10,1
등장,Noun,1,1
등장,Noun,7,1
등장,Noun,8,2
등장,Noun,9,1
등장,Noun,10,2
등장인물,Noun,1,4
등장인물,Noun,10,1
디스토피아,Noun,6,1
디워,Noun,1,1
디테일,Noun,9,1
따,Verb,4,1
따,Verb,10,3
따뜻함과,Adjective,6,1
따라,Verb,10,1
따라갔으면,Verb,10,1
따라온다,Verb,5,1
따라올,Verb,10,1
따라하기,Verb,6,1
따로,Adverb,10,1
따르면서도,Verb,8,1
따르지,Verb,8,1
따분함,Noun,1,1
따서,Verb,10,1
따운,Verb,10,1
따위,Noun,10,3
따지다가,Verb,6,1
딱,Adverb,6,2
딱,Adverb,7,2
딱,Adverb,10,2
딱,VerbPrefix,9,1
딱히,Adjective,1,2
딱히,Adjective,4,1
딴,Verb,5,1
딴거다,Verb,8,1
딴건,Verb,10,1
딴데로,Verb,5,1
딴판,Noun,6,1
딸리,Verb,10,1
딸리고,Verb,6,1
딸리지,Verb,9,1
땀,Noun,9,1
땀,Noun,10,2
때,Noun,1,2
때,Noun,4,1
때,Noun,5,3
때,Noun,6,4
때,Noun,7,1
때,Noun,8,8
때,Noun,9,4
때,Noun,10,12
때려,Verb,5,1
때리는,Verb,1,1
때매,Noun,1,1
때문,Noun,1,2
때문,Noun,6,3
때문,Noun,7,2
때문,Noun,9,2
때문,Noun,10,5
땐,Noun,10,1
땔,Noun,9,1
땜,Noun,10,1
떠,Verb,6,1
떠나,Verb,10,1
떠나서,Verb,2,1
떠나서,Verb,4,1
떠드는,Verb,10,1
떠오르는,Verb,10,1
떨구지,Verb,10,1
떨면서,Verb,10,2
떨어,Verb,8,1
떨어지나,Verb,8,1
떨어지는,Verb,5,1
떨어지는,Verb,6,1
떨어지는,Verb,7,1
떨어지는,Verb,9,1
떨어지던데,Verb,8,1
떨어지면,Verb,10,1
떨어지지만,Verb,9,1
떨어진것,Verb,7,1
떨어진다,Verb,6,1
떨어진다고,Verb,10,1
떨어짐,Verb,7,1
떨이,Noun,10,1
떼,Noun,9,1
또,Noun,1,1
또,Noun,5,1
또,Noun,7,1
또,Noun,8,2
또,Noun,9,1
또,Noun,10,14
또다른,Modifier,8,1
또다른,Modifier,9,1
또한,Noun,8,1
똑같은,Adjective,10,1
똑같이,Adverb,10,1
뛰,Verb,9,1
뛰기,Verb,8,1
뛰기,Verb,10,2
뛰는,Verb,6,1
뛰는,Verb,7,2
뛰는,Verb,8,1
뛰는,Verb,9,2
뛰는,Verb,10,4
뛰는것을,Verb,8,1
뛰면서,Verb,8,1
뛰어,Verb,7,1
뛰어,Verb,8,1
뛰어나다,Adjective,10,1
뛰어나오는,Verb,8,1
뛰어나지만,Adjective,10,1
뛰어나진,Adjective,7,1
뛰어난,Adjective,8,2
뛰어난,Adjective,10,1
뛰어났으나,Adjective,7,1
뛰어넘는,Verb,9,1
뛰어넘을,Verb,8,1
뛰어넘을수,Verb,8,1
뛰어다녀서,Verb,10,1
뛰어다녀야,Verb,4,1
뛰어다녀야,Verb,10,1
뛰어다니네,Verb,5,1
뛰어다니는,Verb,6,1
뛰어다니는,Verb,7,2
뛰어다니는,Verb,9,3
뛰어다니니까,Verb,9,1
뛰어다닌다,Verb,10,1
뛰어야,Verb,9,1
뛰어오는,Verb,9,1
뛴다,Verb,10,1
뜨,Verb,10,1
뜨지만,Verb,10,1
뜬금,Noun,1,2
뜬금,Noun,2,1
뜬금,Noun,4,1
뜬금,Noun,5,1
뜬금,Noun,8,2
뜬금,Noun,10,1
뜬금없이,Adverb,1,1
뜬금없이,Adverb,8,2
뜯고,Verb,9,1
뜯기는,Verb,10,1
뜯는,Verb,9,1
뜯는,Verb,10,1
뜻,Noun,7,1
뜻,Noun,9,1
뜻,Noun,10,3
띵햅,Noun,9,1
라,Josa,1,2
라,Josa,2,1
라,Josa,5,1
라,Josa,7,2
라,Josa,8,5
라,Josa,9,2
라,Josa,10,12
라고,Josa,1,2
라고,Josa,6,1
라고,Josa,7,1
라고,Josa,8,5
라고,Josa,9,4
라고,Josa,10,13
라기,Josa,5,1
라기,Josa,8,2
라기보다는,Josa,8,1
라기보단,Josa,1,1
라기보단,Josa,7,1
라기보단,Josa,8,1
라기보단,Josa,10,1
라는,Josa,1,2
라는,Josa,4,2
라는,Josa,5,5
라는,Josa,7,4
라는,Josa,8,4
라는,Josa,9,1
라는,Josa,10,13
라니,Josa,9,2
라니,Josa,10,2
라다,Noun,1,1
라도,Josa,2,1
라도,Josa,7,1
라도,Josa,10,1
라디오,Noun,10,1
라라,Noun,10,2
라면,Noun,1,1
라면,Noun,2,1
라면,Noun,5,1
라면,Noun,8,3
라면,Noun,9,5
라면,Noun,10,7
라서,Josa,5,2
라서,Josa,7,1
라서,Josa,8,1
라스트,Noun,4,1
라오어,Noun,4,1
라이,Noun,5,1
라인,Noun,8,1
라지,Noun,4,1
란,Noun,4,1
란,Noun,7,1
란,Noun,10,1
랄,Noun,7,3
랄,Noun,9,1
랄,Noun,10,2
람보,Noun,8,1
랏,Noun,10,1
랑,Josa,1,3
랑,Josa,3,1
랑,Josa,4,3
랑,Josa,6,2
랑,Josa,7,1
랑,Josa,8,3
랑,Josa,9,1
랑,Josa,10,8
랑은,Josa,9,2
래,Josa,6,1
래,Josa,7,1
래,Josa,9,1
래서,Noun,5,1
랜드,Noun,6,1
랜드,Noun,8,1
랭킹,Noun,9,1
랭킹,Noun,10,2
러닝,Noun,9,1
러닝,Noun,10,3
럭,Noun,7,1
런가,Noun,1,2
런가,Noun,5,1
런가,Noun,8,1
런던,Noun,7,1
런던,Noun,8,2
런던,Noun,9,1
런던,Noun,10,2
럼,Noun,6,1
럼,Noun,9,1
레,Noun,10,1
레닛,Noun,7,1
레알,Noun,7,1
레알,Noun,10,1
레이브,Noun,10,1
레저던트,Noun,10,1
레전드,Noun,1,1
레전드,Noun,4,1
레전드,Noun,7,1
레전드,Noun,9,1
레전드,Noun,10,1
레즈,Noun,8,1
레지던트,Noun,8,1
레지던트,Noun,9,1
레지던트,Noun,10,4
레지던트이블,Noun,1,1
레지던트이블,Noun,4,1
레지던트이블,Noun,9,1
레지던트이블,Noun,10,1
려고,Noun,1,1
력,Suffix,7,1
력,Suffix,8,3
력,Suffix,9,1
력,Suffix,10,7
로,Josa,1,3
로,Josa,2,2
로,Josa,4,4
로,Josa,5,1
로,Josa,6,4
로,Josa,7,13
로,Josa,8,11
로,Josa,9,14
로,Josa,10,47
로,Noun,6,1
로,Noun,10,4
로그,Noun,1,1
로는,Josa,6,1
로는,Josa,8,2
로는,Josa,10,4
로드무비,Noun,9,1
로만,Noun,10,1
로매,Noun,10,1
로맨스,Noun,2,1
로맨스,Noun,3,1
로맨스,Noun,5,1
로맨스,Noun,8,1
로맨스영화,Noun,7,1
로메,Noun,8,3
로메,Noun,9,1
로메,Noun,10,4
로부터,Noun,6,1
로부터,Noun,8,1
로부터,Noun,9,1
로부터,Noun,10,2
로서,Noun,7,1
로서,Noun,10,2
로써,Noun,4,1
로써,Noun,10,2
로안,Noun,6,1
로우,Noun,10,2
롤,Noun,7,1
루,Noun,6,1
루니,Noun,8,1
루즈,Noun,1,1
류,Noun,1,1
류,Noun,3,1
류,Noun,6,2
류,Noun,8,1
류,Noun,10,7
류삘,Noun,8,1
류영환,Noun,3,1
류작,Noun,4,1
를,Josa,1,13
를,Josa,2,1
를,Josa,3,2
를,Josa,5,5
를,Josa,6,7
를,Josa,7,17
를,Josa,8,26
를,Josa,9,17
를,Josa,10,83
를,Noun,1,1
를,Noun,2,1
를,Noun,7,2
를,Noun,8,3
를,Noun,9,1
를,Noun,10,5
리,Noun,7,1
리,Noun,10,1
리기,Noun,1,1
리기,Noun,10,1
리안,Noun,7,1
리안,Noun,9,1
리언,Noun,6,2
리언,Noun,7,4
리언,Noun,8,2
리언,Noun,9,1
리언,Noun,10,10
리얼리즘,Noun,9,1
리얼리티,Noun,7,1
리얼리티,Noun,9,1
리즈,Noun,10,1
리즈가,Foreign,10,1
리즈는,Foreign,10,2
리즈중,Foreign,8,1
릭,Noun,8,1
릴,Noun,10,1
릿내,Noun,8,1
마,Noun,8,1
마냥,Noun,8,1
마다,Josa,8,1
마다,Josa,9,1
마다,Josa,10,5
마른,Adjective,6,1
마리,Noun,9,2
마리,Noun,10,1
마무리,Noun,6,3
마무리,Noun,7,2
마무리,Noun,8,1
마물,Noun,8,1
마세요,Verb,1,5
마세요,Verb,9,1
마세요,Verb,10,2
마스터,Noun,10,1
마스터피스,Noun,10,2
마시길,Verb,4,1
마음,Noun,7,2
마음,Noun,8,1
마음,Noun,9,4
마음,Noun,10,6
마음대로,Noun,8,1
마이,Noun,8,1
마이너스,Noun,8,1
마저,Josa,7,1
마저,Josa,10,2
마저,Noun,10,1
마지막,Noun,3,1
마지막,Noun,4,1
마지막,Noun,5,2
마지막,Noun,6,4
마지막,Noun,7,2
마지막,Noun,8,6
마지막,Noun,9,3
마지막,Noun,10,10
마차,Noun,10,1
마찬가지,Noun,10,1
마치,Noun,7,1
마치,Noun,10,3
마크,Noun,5,1
마트,Noun,8,2
마트,Noun,10,1
막스,Noun,10,1
막자고,Verb,1,1
막장,Noun,7,1
막장,Noun,8,1
막판,Noun,8,1
막판,Noun,10,1
막힌,Verb,10,1
막힌다,Verb,10,1
만,Josa,1,13
만,Josa,3,3
만,Josa,4,3
만,Josa,5,4
만,Josa,6,5
만,Josa,7,19
만,Josa,8,23
만,Josa,9,9
만,Josa,10,17
만,Modifier,6,1
만,Modifier,10,2
만,Noun,1,1
만,Noun,7,1
만,Noun,8,2
만,Noun,10,11
만,Suffix,7,4
만,Suffix,8,5
만,Suffix,9,3
만,Suffix,10,1
만나고,Verb,1,1
만나고부터는,Verb,7,1
만나는,Verb,10,1
만난,Noun,5,1
만난,Noun,10,1
만도,Josa,8,1
만드는,Verb,2,1
만드는,Verb,7,1
만드는,Verb,9,1
만드는,Verb,10,4
만든,Verb,2,1
만든,Verb,7,2
만든,Verb,8,1
만든,Verb,10,10
만든거,Verb,10,1
만든다,Verb,10,1
만든다고,Verb,8,1
만든다는게,Verb,1,1
만들,Verb,5,2
만들,Verb,7,1
만들게,Verb,10,1
만들고,Verb,1,1
만들고,Verb,10,1
만들기,Noun,6,1
만들기,Noun,7,1
만들긴,Verb,4,1
만들긴,Verb,7,1
만들려면,Verb,8,1
만들면,Verb,4,1
만들면,Verb,8,1
만들면,Verb,9,1
만들어,Verb,8,2
만들어,Verb,10,3
만들어놓던만,Verb,1,1
만들어도,Verb,10,1
만들어졌고,Verb,10,1
만들어진,Verb,9,2
만들어진,Verb,10,2
만들었네,Verb,9,1
만들었네,Verb,10,1
만들었네요,Verb,10,1
만들었는지,Verb,10,1
만들었다,Verb,3,1
만들었다,Verb,9,2
만들었다,Verb,10,6
만들었다는,Verb,10,1
만들었던,Verb,8,1
만들었던,Verb,10,1
만들었습니다,Verb,10,1
만들었어요,Verb,10,1
만들었음,Verb,10,1
만들지말고,Verb,8,1
만듬,Noun,10,2
만렙,Noun,9,1
만약,Noun,7,1
만약,Noun,10,1
만에,Foreign,2,1
만으로,Josa,10,1
만으로도,Josa,8,1
만으로도,Josa,10,1
만은,Josa,8,1
만은,Josa,9,1
만은,Josa,10,2
만을,Josa,8,1
만을,Josa,10,1
만이,Josa,6,1
만이,Josa,8,1
만이,Josa,10,1
만이라도,Josa,10,1
만일,Noun,9,1
만점,Noun,8,1
만점,Noun,9,1
만점,Noun,10,12
만족,Noun,7,1
만족,Noun,9,1
만족,Noun,10,2
만족스런,Adjective,10,1
만족한다,Adjective,9,1
만치,Josa,8,1
만큼,Josa,7,2
만큼,Josa,8,1
만큼,Josa,9,2
만큼,Josa,10,2
만큼,Noun,8,1
만큼,Noun,10,1
만큼만,Josa,10,1
만큼은,Josa,8,1
만큼은,Josa,9,2
만큼은,Josa,10,1
만큼이나,Josa,7,1
만하,Noun,6,1
만하,Noun,7,4
만하,Noun,8,5
만하,Noun,10,3
만해,Noun,8,1
만해,Noun,10,1
만화가,Noun,10,1
많고,Adjective,1,1
많고,Adjective,4,1
많다,Adjective,1,1
많다,Adjective,8,1
많다는걸,Adjective,8,1
많아지고있어,Verb,10,1
많아지는,Verb,8,1
많았고,Adjective,10,1
많았다,Adjective,10,1
많았던,Adjective,10,1
많으시네,Adjective,10,1
많은,Adjective,5,1
많은,Adjective,6,1
많은,Adjective,7,2
많은,Adjective,8,1
많은,Adjective,10,3
많은걸,Adjective,1,1
많은걸,Adjective,8,1
많은것을,Adjective,6,1
많은것을,Adjective,9,1
많은것을,Adjective,10,1
많은듯,Adjective,10,2
많은지,Adjective,1,1
많을줄,Adjective,8,1
많이,Adverb,1,4
많이,Adverb,5,2
많이,Adverb,6,2
많이,Adverb,7,8
많이,Adverb,8,5
많이,Adverb,9,3
많이,Adverb,10,4
많이,Modifier,8,1
많이,Modifier,10,1
많이하고,Adjective,8,1
많지,Adjective,10,1
말,Noun,1,10
말,Noun,2,1
말,Noun,3,2
말,Noun,4,2
말,Noun,6,1
말,Noun,7,1
말,Noun,8,4
말,Noun,9,4
말,Noun,10,24
말고,Josa,10,2
말고는,Josa,4,1
말기,Noun,1,1
말듯,Noun,8,1
말려고,Verb,9,1
말아야,Verb,10,1
말아줘,Verb,10,1
말았다,Verb,6,1
말았어야,Verb,9,1
말았어요,Verb,5,1
말증,Noun,9,1
말초신경,Noun,1,1
말하는지,Verb,5,1
말하려,Verb,4,1
맘,Noun,1,1
맘,Noun,5,1
맘,Noun,6,1
맘,Noun,7,2
맘,Noun,8,2
맘,Noun,9,3
맘,Noun,10,2
맛,Noun,6,1
맛,Noun,7,1
맛,Noun,8,1
맛있게,Adjective,10,1
망,Noun,10,1
망설임,Verb,5,1
망쳐,Verb,1,1
망쳐,Verb,7,1
맞,Verb,8,1
맞나,Verb,4,1
맞나,Verb,5,1
맞나,Verb,8,1
맞는,Verb,1,1
맞는,Verb,4,1
맞는,Verb,10,1
맞는것,Verb,7,1
맞는게,Verb,5,1
맞는다,Verb,7,1
맞다,Verb,10,2
맞아,Verb,1,1
맞아,Verb,5,1
맞아,Verb,10,1
맞아도,Verb,10,1
맞은,Verb,10,1
맞음,Verb,6,1
맞지만,Verb,10,1
맞추려는,Verb,6,1
맞춘,Verb,8,2
맞춘듯,Verb,1,1
맞춘듯,Verb,3,1
매,Modifier,4,1
매고,Verb,2,1
매긴다는,Verb,10,1
매끄럽다,Adjective,8,1
매니아,Noun,1,1
매니아,Noun,4,1
매니아,Noun,8,1
매니아,Noun,9,2
매니아,Noun,10,7
매력,Noun,7,1
매력,Noun,8,1
매력,Noun,9,3
매력,Noun,10,2
매오의,Verb,10,1
매우,Noun,1,1
매우,Noun,2,1
매우,Noun,4,2
매우,Noun,5,1
매우,Noun,6,1
매우,Noun,8,2
매우,Noun,10,6
매혹,Noun,8,1
맥,Noun,1,2
맨체스터,Noun,6,1
맨체스터,Noun,7,2
맨체스터,Noun,8,3
맴도,Noun,9,1
맴돌았다,Verb,9,1
맹,Noun,5,1
맹목,Noun,10,1
맹수,Noun,10,1
머,Noun,1,1
머,Noun,2,2
머,Noun,4,2
머,Noun,6,1
머,Noun,7,1
머금,Noun,4,1
머냐,Adjective,1,1
머니,Adjective,1,2
머리,Noun,1,1
머리,Noun,7,1
머리,Noun,9,1
