형태소,품사,분류,카운트
마자,Noun,1,1
마자,Noun,4,1
마자,Noun,10,1
마저,Josa,1,5
마저,Josa,2,7
마저,Josa,3,1
마저,Josa,4,6
마저,Josa,5,2
마저,Josa,6,1
마저,Josa,7,1
마저,Josa,10,4
마저,Noun,1,4
마저,Noun,4,1
마저,Noun,6,1
마저도,Josa,1,3
마저도,Josa,2,5
마저도,Josa,4,1
마저도,Josa,5,2
마저도,Josa,10,2
마제,Noun,2,1
마주,Noun,5,1
마즈,Noun,1,1
마지막,Noun,1,132
마지막,Noun,2,156
마지막,Noun,3,24
마지막,Noun,4,115
마지막,Noun,5,45
마지막,Noun,6,154
마지막,Noun,7,64
마지막,Noun,8,198
마지막,Noun,9,73
마지막,Noun,10,239
마직,Noun,4,1
마찬가지,Noun,4,1
마찬가지,Noun,5,1
마찬가지,Noun,9,3
마찬가지,Noun,10,2
마초,Noun,8,1
마치,Noun,1,6
마치,Noun,2,8
마치,Noun,3,4
마치,Noun,4,3
마치,Noun,5,2
마치,Noun,6,6
마치,Noun,7,1
마치,Noun,8,5
마치,Noun,9,1
마치,Noun,10,4
마침,Noun,5,1
마침표,Noun,1,1
마케팅,Noun,1,1
마크,Noun,5,2
마킷,Noun,2,1
마포대교,Noun,6,1
막,Noun,1,11
막,Noun,2,14
막,Noun,4,5
막,Noun,5,3
막,Noun,6,18
막,Noun,7,8
막,Noun,8,22
막,Noun,9,2
막,Noun,10,25
막강,Noun,1,1
막고,Verb,1,1
막고,Verb,3,1
막고싶다,Verb,2,1
막고싶었,Verb,10,1
막고싶었음,Verb,6,1
막기,Verb,1,1
막내,Noun,2,1
막내딸,Noun,1,1
막내딸,Noun,2,1
막내딸,Noun,5,1
막내딸,Noun,10,2
막네,Verb,2,1
막노,Verb,4,1
막눈,Noun,10,1
막는,Verb,4,1
막는거여,Verb,2,1
막대,Noun,1,1
막대,Noun,8,1
막막한,Adjective,6,1
막무가내,Noun,2,2
막바지,Noun,1,1
막바지,Noun,2,1
막바지,Noun,3,2
막바지,Noun,8,1
막상,Noun,1,1
막상,Noun,2,1
막상,Noun,3,1
막상,Noun,6,1
막상,Noun,8,3
막상,Noun,9,1
막상,Noun,10,8
막상막하,Noun,2,1
막스,Noun,1,2
막스,Noun,4,5
막스,Noun,5,1
막스,Noun,8,1
막심,Noun,2,2
막심,Noun,6,1
막아,Verb,2,1
막아놨냐,Verb,2,1
막아니라고,Verb,10,1
막은,Verb,4,1
막임,Noun,1,1
막작,Noun,1,1
막장,Noun,1,8
막장,Noun,2,8
막장,Noun,3,1
막장,Noun,4,1
막장,Noun,5,3
막장드라마,Noun,1,1
막파,Noun,4,1
막판,Noun,1,20
막판,Noun,2,16
막판,Noun,3,2
막판,Noun,4,16
막판,Noun,5,5
막판,Noun,6,22
막판,Noun,7,10
막판,Noun,8,20
막판,Noun,9,8
막판,Noun,10,17
막핀,Noun,1,1
막혀,Verb,1,1
막혀서,Verb,9,1
막혀요,Verb,10,1
막히게,Verb,1,1
막히게,Verb,4,1
막히게,Verb,6,2
막히게,Verb,10,1
막히고,Verb,6,1
막히고,Verb,10,1
막히네,Verb,1,1
막히네요,Verb,10,1
막히는,Verb,1,1
막히던데,Verb,8,1
막힌,Verb,3,1
막힌,Verb,6,1
막힌,Verb,7,1
막힌,Verb,8,1
막힐,Verb,1,3
막힘,Verb,4,1
막힘,Verb,10,1
만,Foreign,1,2
만,Foreign,2,1
만,Foreign,4,2
만,Foreign,5,1
만,Foreign,8,1
만,Foreign,10,1
만,Josa,1,379
만,Josa,2,342
만,Josa,3,47
만,Josa,4,215
만,Josa,5,95
만,Josa,6,372
만,Josa,7,171
만,Josa,8,471
만,Josa,9,102
만,Josa,10,562
만,Modifier,1,7
만,Modifier,2,6
만,Modifier,4,3
만,Modifier,5,3
만,Modifier,6,5
만,Modifier,7,3
만,Modifier,8,6
만,Modifier,10,10
만,Noun,1,52
만,Noun,2,55
만,Noun,3,1
만,Noun,4,27
만,Noun,5,9
만,Noun,6,41
만,Noun,7,16
만,Noun,8,71
만,Noun,9,24
만,Noun,10,219
만,Suffix,1,18
만,Suffix,2,26
만,Suffix,3,2
만,Suffix,4,13
만,Suffix,5,6
만,Suffix,6,37
만,Suffix,7,17
만,Suffix,8,48
만,Suffix,9,13
만,Suffix,10,74
만거,Verb,4,1
만것처럼,Verb,10,1
만계,Noun,5,1
만끽,Noun,2,1
만끽,Noun,3,1
만나게,Verb,4,1
만나고,Verb,2,1
만나기를,Verb,1,1
만나대,Verb,1,1
만나더라,Verb,1,1
만나더라,Verb,4,1
만나면,Verb,1,1
만나면,Verb,2,1
만나면,Verb,6,1
만나서,Verb,1,1
만나서,Verb,6,1
만나오네,Verb,2,1
만나요,Verb,10,3
만나자,Verb,10,1
만난,Noun,1,1
만난,Noun,2,1
만난,Noun,4,1
만난,Noun,8,2
만난,Noun,10,2
만날,Noun,1,2
만날,Noun,4,1
만날,Noun,6,1
만날,Noun,8,1
만날,Noun,10,1
만남,Noun,1,2
만남,Noun,2,3
만남,Noun,4,1
만남,Noun,5,1
만남,Noun,8,2
만남,Noun,10,1
만났고,Verb,10,1
만났는줄,Verb,2,1
만났습니다,Verb,8,1
만났으니,Verb,8,1
만났음,Verb,7,1
만년,Noun,10,2
만다,Verb,2,1
만다루,Noun,2,1
만달라,Noun,5,1
만당,Noun,4,1
만당,Noun,10,1
만도,Josa,1,9
만도,Josa,2,6
만도,Josa,5,1
만도,Josa,8,2
만도,Josa,10,2
만도,Noun,1,2
만두라,Noun,2,1
만드,Noun,1,7
만드,Noun,2,3
만드,Noun,4,3
만드,Noun,5,1
만드,Noun,6,1
만드,Noun,8,1
만드나,Noun,1,1
만드냐,Verb,1,4
만드냐,Verb,2,4
만드느냐고,Verb,4,1
만드느라,Verb,1,1
만드느라,Verb,2,2
만드느라,Verb,5,1
만드느라,Verb,9,1
만드는,Verb,1,23
만드는,Verb,2,10
만드는,Verb,4,7
만드는,Verb,6,4
만드는,Verb,7,2
만드는,Verb,8,5
만드는,Verb,9,3
만드는,Verb,10,13
만드는거,Verb,1,2
만드는거,Verb,2,1
만드는거냐,Verb,1,1
만드는거야,Verb,2,1
만드는거야,Verb,4,1
만드는거야,Verb,8,1
만드는것도,Verb,1,3
만드는것도,Verb,2,1
만드는것도,Verb,9,1
만드는게,Verb,1,4
만드는게,Verb,2,2
만드는게,Verb,4,4
만드는게,Verb,10,1
만드는구나,Verb,2,2
만드는구나,Verb,4,1
만드는구나,Verb,6,1
만드는데,Verb,1,2
만드는데,Verb,2,1
만드는데,Verb,4,1
만드는듯,Verb,10,1
만드는지,Verb,1,2
만드는지,Verb,2,1
만드는지,Verb,4,1
만드는지,Verb,6,2
만드니,Verb,2,1
만드니,Verb,6,1
만드니까,Verb,1,2
만드면,Noun,2,1
만드세요,Verb,1,1
만드세요,Verb,2,2
만드세요,Verb,4,1
만드세요,Verb,6,1
만드세요,Verb,10,1
만드셔야,Verb,4,1
만드셨구요,Verb,10,1
만드셨나,Verb,2,1
만드셨는지,Verb,1,2
만드셨을텐데,Verb,4,1
만드셨죠,Verb,10,1
만드시느라,Verb,10,2
만드시는거,Verb,6,1
만드시는것,Verb,6,1
만드시는게,Verb,4,1
만드시는지는,Verb,2,1
만드시던긴,Verb,10,1
만드신,Verb,1,1
만드신,Verb,2,2
만드신거,Verb,1,1
만드심,Noun,10,1
만드십니까,Verb,1,1
만든,Verb,1,80
만든,Verb,2,60
만든,Verb,3,10
만든,Verb,4,27
만든,Verb,5,3
만든,Verb,6,16
만든,Verb,7,4
만든,Verb,8,15
만든,Verb,9,4
만든,Verb,10,34
만든거,Verb,1,9
만든거,Verb,2,5
만든거,Verb,3,1
만든거,Verb,4,4
만든거,Verb,6,2
만든거,Verb,8,6
만든거,Verb,10,10
만든거냐,Verb,1,5
만든거냐,Verb,2,4
만든거다,Verb,2,1
만든거라고,Verb,9,1
만든거야,Verb,2,2
만든거에,Verb,1,1
만든거에요,Verb,1,1
만든거였구나,Verb,1,2
만든거였구나,Verb,4,1
만든거였네,Verb,5,1
만든거죠,Verb,10,1
만든거지,Verb,1,1
만든거지,Verb,10,1
만든건,Verb,1,2
만든건,Verb,3,1
만든건,Verb,8,1
만든건데,Verb,10,1
만든것,Verb,1,1
만든것,Verb,2,3
만든것,Verb,3,1
만든것,Verb,4,2
만든것,Verb,8,1
만든것,Verb,9,1
만든것,Verb,10,1
만든것과,Verb,4,1
만든것도,Verb,2,1
만든것인가,Verb,1,1
만든게,Verb,1,6
만든게,Verb,2,5
만든게,Verb,4,3
만든게,Verb,5,2
만든게,Verb,8,2
만든게,Verb,10,2
만든다,Verb,1,4
만든다,Verb,2,3
만든다고,Verb,1,3
만든다고,Verb,2,1
만든다고,Verb,4,1
만든다는,Verb,4,1
만든다는,Verb,7,1
만든듯,Verb,1,1
만든듯,Verb,2,1
만든듯,Verb,10,2
만든이,Verb,1,1
만든줄,Verb,1,3
만든줄,Verb,4,1
만들,Verb,1,12
만들,Verb,2,12
만들,Verb,4,2
만들,Verb,6,4
만들,Verb,7,2
만들,Verb,10,9
만들거,Verb,1,1
만들거면,Verb,1,8
만들거면,Verb,2,1
만들거면,Verb,6,2
만들거면서,Verb,6,1
만들거였으면,Verb,4,1
만들건,Verb,2,1
만들게,Verb,1,1
만들게,Verb,4,1
만들게,Verb,10,1
만들겠네,Verb,4,1
만들겠다,Verb,1,7
만들겠다,Verb,2,3
만들겠다,Verb,3,1
만들겠음,Verb,2,1
만들겠죠,Verb,1,1
만들고,Verb,1,23
만들고,Verb,2,21
만들고,Verb,3,2
만들고,Verb,4,7
만들고,Verb,6,1
만들고,Verb,7,2
만들고,Verb,8,1
만들고,Verb,10,4
만들고난,Verb,1,1
만들고도,Verb,1,1
만들고도,Verb,2,1
만들고싶습니다,Verb,1,1
만들고싶었는데,Verb,2,1
만들구,Verb,1,1
만들기,Noun,1,7
만들기,Noun,2,7
만들기,Noun,4,3
만들기,Noun,6,4
만들기,Noun,8,3
만들기,Noun,10,1
만들긴,Verb,9,1
만들긴,Verb,10,1
만들길,Verb,2,1
만들까,Verb,1,4
만들까,Verb,6,1
만들꺼면,Verb,1,3
만들꺼면,Verb,2,1
만들다,Verb,8,1
만들다가,Verb,1,3
만들다가,Verb,2,2
만들다니,Verb,1,6
만들다니,Verb,2,7
만들다니,Verb,4,2
만들다니,Verb,6,2
만들다니,Verb,7,1
만들다니,Verb,10,2
만들다만,Verb,2,2
만들던,Verb,1,1
만들던,Verb,2,1
만들던가,Verb,1,1
만들던가,Verb,2,1
만들던가,Verb,4,1
만들던가,Verb,9,1
만들던가,Verb,10,1
만들던가요,Verb,1,1
만들던데,Verb,1,1
만들던지,Verb,4,2
만들듯,Verb,1,1
만들듯,Verb,4,1
만들라고,Verb,1,2
만들라고,Verb,6,1
만들래,Verb,1,1
만들래,Verb,2,1
만들려고,Verb,1,3
만들려고,Verb,2,2
만들려고,Verb,3,1
만들려고,Verb,4,4
만들려고,Verb,6,2
만들려고하고,Verb,4,1
만들려는,Verb,2,3
만들려는,Verb,7,1
만들려는거,Verb,2,1
만들려는게,Verb,6,2
만들려면,Verb,1,1
만들려면,Verb,4,1
만들면,Verb,1,9
만들면,Verb,2,4
만들면,Verb,4,1
만들면,Verb,6,2
만들면,Verb,9,1
만들면,Verb,10,3
만들면안,Verb,2,1
만들수,Verb,1,6
만들수,Verb,2,2
만들수,Verb,4,2
만들수,Verb,6,3
만들수,Verb,8,2
만들수,Verb,10,5
만들수가,Verb,1,1
만들수가,Verb,2,1
만들수가,Verb,4,1
만들수도,Verb,1,1
만들수도,Verb,10,1
만들수있겠고,Verb,9,1
만들수있나,Verb,1,2
만들수있나보다,Verb,8,1
만들수있는,Verb,2,1
만들수있는지,Verb,1,1
만들수있는지,Verb,2,1
만들수있다는,Verb,2,1
만들수있다는게,Verb,8,1
만들수있다는게,Verb,10,1
만들수있다니,Verb,10,1
만들수있었을거,Verb,6,1
만들수있을것,Verb,1,1
만들수있을지,Verb,10,1
만들수있지,Verb,2,1
만들어,Verb,1,26
만들어,Verb,2,16
만들어,Verb,3,5
만들어,Verb,4,6
만들어,Verb,5,3
만들어,Verb,6,7
만들어,Verb,7,3
만들어,Verb,8,9
만들어,Verb,9,1
만들어,Verb,10,14
만들어내고,Verb,7,1
만들어내냐,Verb,1,1
만들어내는,Verb,1,1
만들어내는,Verb,4,1
만들어내는,Verb,5,1
만들어내다니,Verb,10,1
만들어내려고,Verb,4,1
만들어내었으니,Verb,1,1
만들어놓고,Verb,1,4
만들어놓고,Verb,2,3
만들어놓고,Verb,4,3
만들어놓고,Verb,6,1
만들어놓고서,Verb,1,1
만들어놓는,Verb,2,1
만들어놓은,Verb,1,1
만들어놓은,Verb,4,1
만들어놓은,Verb,5,1
만들어놓은,Verb,7,1
만들어놓은,Verb,10,1
만들어놓음,Verb,1,1
만들어놓음,Verb,4,1
만들어놨,Verb,2,1
만들어놨나,Verb,1,3
만들어놨냐,Verb,1,1
만들어놨네,Verb,1,4
만들어놨네,Verb,2,2
만들어놨네,Verb,6,1
만들어놨네요,Verb,2,1
만들어놨어요,Verb,2,1
만들어놨어요,Verb,4,1
만들어는,Verb,10,1
만들어도,Verb,1,16
만들어도,Verb,2,6
만들어도,Verb,10,1
만들어라,Verb,1,3
만들어서,Verb,1,5
만들어서,Verb,2,4
만들어서,Verb,4,3
만들어서,Verb,6,1
만들어서,Verb,7,1
만들어서,Verb,10,1
만들어서도,Verb,2,1
만들어야,Verb,1,1
만들어야,Verb,2,4
만들어야,Verb,3,1
만들어야지,Verb,1,2
만들어야지,Verb,5,1
만들어야지,Verb,10,1
만들어요,Verb,1,2
만들어져,Verb,10,1
만들어져서,Verb,8,1
만들어져야,Verb,9,1
만들어졌다,Verb,4,1
만들어졌다고,Verb,10,1
만들어졌다는,Verb,8,1
만들어졌던,Verb,3,1
만들어졌어요,Verb,10,1
만들어주세여,Verb,10,1
만들어주세요,Verb,1,1
만들어주세요,Verb,10,1
만들어주셔서,Verb,8,1
만들어주셔서,Verb,10,3
만들어주셨어요,Verb,10,1
만들어주셨음,Verb,1,1
만들어주시고이건,Verb,8,1
만들어줘요,Verb,1,1
만들어지고,Verb,10,1
만들어지기까지,Verb,10,1
만들어지길,Verb,8,1
만들어지나,Verb,1,1
만들어지는,Verb,4,1
만들어지는,Verb,6,1
만들어지다니,Verb,10,1
만들어지지,Verb,5,1
만들어진,Verb,1,2
만들어진,Verb,2,6
만들어진,Verb,4,1
만들어진,Verb,5,1
만들어진,Verb,6,2
만들어진,Verb,8,2
만들어진,Verb,9,1
만들어진,Verb,10,2
만들어진것,Verb,2,1
만들어진게,Verb,8,1
만들어진다는게,Verb,1,1
만들어질까,Verb,1,1
만들어짐,Verb,4,1
만들엇네,Noun,6,1
만들었,Verb,1,2
만들었,Verb,3,1
만들었,Verb,10,5
만들었겠다,Verb,1,1
만들었겠다,Verb,2,1
만들었겠다,Verb,4,1
만들었고,Verb,1,1
만들었고,Verb,3,1
만들었고,Verb,6,1
만들었고,Verb,8,4
만들었고,Verb,9,1
만들었고,Verb,10,3
만들었구나,Verb,1,2
만들었구만,Verb,8,1
만들었구만,Verb,10,1
만들었길래,Verb,1,1
만들었길래,Verb,2,1
만들었나,Verb,1,7
만들었나,Verb,2,8
만들었나,Verb,4,1
만들었나,Verb,6,1
만들었나요,Verb,1,1
만들었나요,Verb,2,2
만들었냐,Verb,1,10
만들었냐,Verb,2,8
만들었네,Verb,1,5
만들었네,Verb,2,8
만들었네,Verb,4,1
만들었네,Verb,6,1
만들었네,Verb,10,1
만들었네요,Verb,2,2
만들었네요,Verb,4,2
만들었네요,Verb,5,1
만들었네요,Verb,6,1
만들었네요,Verb,8,2
만들었네요,Verb,9,1
만들었네요,Verb,10,12
만들었노,Verb,1,1
만들었는데,Verb,1,1
만들었는데,Verb,2,3
만들었는데,Verb,4,3
만들었는데,Verb,6,2
만들었는데,Verb,8,4
만들었는데,Verb,9,1
만들었는데,Verb,10,4
만들었는데요,Verb,10,1
만들었는지,Verb,1,10
만들었는지,Verb,2,11
만들었는지,Verb,3,1
만들었는지,Verb,4,2
만들었는지,Verb,6,4
만들었는지,Verb,7,1
만들었는지는,Verb,1,1
만들었니,Verb,1,1
만들었니,Verb,7,2
만들었다,Verb,1,9
만들었다,Verb,2,4
만들었다,Verb,3,1
만들었다,Verb,4,2
만들었다,Verb,6,3
만들었다,Verb,8,3
만들었다,Verb,9,3
만들었다,Verb,10,11
만들었다고,Verb,1,2
만들었다고,Verb,2,2
만들었다고,Verb,6,1
만들었다고,Verb,8,1
만들었다고,Verb,9,1
만들었다고,Verb,10,6
만들었다는,Verb,1,1
만들었다는,Verb,2,3
만들었다는,Verb,4,1
만들었다는,Verb,5,1
만들었다는,Verb,8,1
만들었다는,Verb,9,1
만들었다는,Verb,10,1
만들었다는거에,Verb,10,1
만들었다는게,Verb,1,1
만들었다는게,Verb,2,1
만들었다는게,Verb,6,1
만들었다는게,Verb,8,1
만들었다니,Verb,1,2
만들었다면,Verb,4,1
만들었다면,Verb,6,1
만들었던,Verb,1,1
만들었던,Verb,4,1
만들었던,Verb,6,1
만들었던거,Verb,4,1
만들었던데,Verb,6,1
만들었던데,Verb,10,2
만들었던데요,Verb,8,1
만들었습니다,Verb,8,1
만들었어,Verb,1,2
만들었어,Verb,10,1
만들었어도,Verb,2,1
만들었어도,Verb,7,1
만들었어야,Verb,1,2
만들었어야,Verb,2,1
만들었어야,Verb,10,1
만들었어야만,Verb,6,1
만들었어요,Verb,1,1
만들었어요,Verb,4,1
만들었어요,Verb,8,3
만들었어요,Verb,10,9
만들었었잖아요,Verb,1,1
만들었으나,Verb,8,1
만들었으며,Verb,10,1
만들었으면,Verb,1,5
만들었으면,Verb,2,3
만들었으면,Verb,3,2
만들었으면,Verb,4,2
만들었으면,Verb,5,2
만들었으면,Verb,6,2
만들었으면,Verb,7,1
만들었으면,Verb,8,1
만들었으면,Verb,10,3
만들었을,Verb,1,1
만들었을,Verb,6,1
만들었을,Verb,7,1
만들었을걸,Verb,10,1
만들었을까,Verb,1,4
만들었을까,Verb,2,1
만들었을까,Verb,3,1
만들었을까,Verb,4,2
만들었을줄이야,Verb,2,1
만들었음,Verb,1,1
만들었음,Verb,4,1
만들었음,Verb,6,1
만들었음,Verb,8,3
만들었음,Verb,9,1
만들었음,Verb,10,10
만들었잖아,Verb,10,1
만들었죠,Verb,1,2
만들었죠,Verb,2,1
만들었지,Verb,1,6
만들었지,Verb,2,3
만들었지,Verb,4,2
만들었지,Verb,6,1
만들었지만,Verb,2,1
만들었지만,Verb,4,1
만들었지만,Verb,6,2
만들었지만,Verb,8,1
만들자,Verb,1,1
만들자,Verb,2,2
만들자,Verb,4,1
만들줄,Verb,2,1
만들지,Verb,1,28
만들지,Verb,2,18
만들지,Verb,3,4
만들지,Verb,4,3
만들지,Verb,5,1
만들지,Verb,6,3
만들지,Verb,7,1
만들지,Verb,8,2
만들지,Verb,10,1
만들지도,Verb,1,1
만들지를,Verb,2,1
만들지마,Verb,1,2
만들지마,Verb,2,1
만들지마,Verb,4,1
만들지마라,Verb,1,5
만들지마라,Verb,2,1
만들지만,Verb,3,1
만들지말고,Verb,1,2
만들지말고,Verb,3,1
만들지말아주세요,Verb,6,1
만들지말자,Verb,2,1
만들지말지,Verb,4,1
만들지못,Verb,7,1
만듦,Verb,2,2
만듦,Verb,6,1
만듦,Verb,7,1
만듦,Verb,8,1
만듦,Verb,9,2
만듦,Verb,10,4
만듬,Noun,1,2
만듬,Noun,2,1
만듬,Noun,4,2
만듬,Noun,8,1
만듬,Noun,10,3
만듭니,Noun,2,1
만듭시,Noun,1,2
만듭시,Noun,2,1
만듯,Verb,4,1
만류,Noun,1,1
만무방,Noun,1,1
만무한,Adjective,4,1
만배,Noun,1,1
만빵,Noun,2,1
만뺀다면구교환,Foreign,10,1
만삼천,Noun,2,1
만석,Noun,3,1
만세,Noun,6,1
만세,Noun,7,1
만세,Noun,10,4
만수,Noun,5,1
만아니면,Foreign,9,1
만약,Noun,1,2
만약,Noun,2,2
만약,Noun,3,1
만약,Noun,4,3
만약,Noun,8,3
만약,Noun,9,1
만약,Noun,10,3
만에,Foreign,1,16
만에,Foreign,2,9
만에,Foreign,3,1
만에,Foreign,4,3
만에,Foreign,6,4
만에,Foreign,8,1
만에,Foreign,10,2
만에,Josa,1,10
만에,Josa,2,15
만에,Josa,4,3
만에,Josa,6,4
만에,Josa,7,1
만에,Josa,8,8
만에,Josa,9,3
만에,Josa,10,26
만연하는,Adjective,10,1
만요,Noun,6,1
만요,Noun,10,1
만원,Noun,1,8
만원,Noun,2,3
만원,Noun,3,2
만원,Noun,4,2
만원,Noun,6,1
만원,Noun,10,1
만으로,Josa,1,3
만으로,Josa,2,1
만으로,Josa,6,1
만으로,Josa,7,4
만으로,Josa,9,3
만으로,Josa,10,4
만으로도,Josa,1,5
만으로도,Josa,3,1
만으로도,Josa,5,1
만으로도,Josa,6,3
만으로도,Josa,7,2
만으로도,Josa,8,7
만으로도,Josa,10,9
만으론,Josa,10,1
만은,Josa,1,1
만은,Josa,2,2
만은,Josa,3,1
만은,Josa,4,4
만은,Josa,5,4
만은,Josa,6,27
만은,Josa,7,11
만은,Josa,8,18
만은,Josa,10,3
만을,Josa,1,2
만을,Josa,2,1
만을,Josa,4,1
만을,Josa,6,1
만을,Josa,8,1
만의,Josa,1,2
만의,Josa,2,4
만의,Josa,3,1
만의,Josa,4,2
만의,Josa,5,1
만의,Josa,6,2
만의,Josa,8,6
만의,Josa,10,8
만이,Josa,2,1
만이,Josa,4,1
만이,Josa,5,2
만이,Josa,6,1
만이,Josa,8,1
만이,Josa,9,1
만이,Josa,10,4
만이,Noun,1,11
만이,Noun,2,4
만이,Noun,4,2
만이,Noun,7,1
만이,Noun,10,8
만이라도,Josa,1,2
만이라도,Josa,4,2
만이라도,Josa,6,1
만이천원,Noun,2,1
만이천원,Noun,4,1
만인,Noun,4,1
만인,Noun,10,2
만일,Noun,3,1
만일,Noun,10,1
만전,Noun,8,2
만전,Noun,10,1
만점,Noun,1,6
만점,Noun,2,6
만점,Noun,4,1
만점,Noun,5,1
만점,Noun,6,7
만점,Noun,8,10
만점,Noun,9,4
만점,Noun,10,23
만졌을,Verb,10,1
만족,Noun,1,3
만족,Noun,2,2
만족,Noun,4,3
만족,Noun,6,7
만족,Noun,7,1
만족,Noun,8,16
만족,Noun,9,6
만족,Noun,10,35
만족감,Noun,6,1
만족감,Noun,10,1
만족도,Noun,4,1
만족도,Noun,7,1
만족도,Noun,10,6
만족스러,Adjective,6,1
만족스러,Adjective,10,3
만족스러운,Adjective,10,6
만족스러워,Adjective,9,1
만족스러워요,Adjective,10,1
만족스러웠다,Adjective,9,1
만족스러웠던,Adjective,10,1
만족스러웠습니다,Adjective,1,1
만족스러웠습니다,Adjective,6,1
만족스러웠습니다,Adjective,10,6
만족스러웠어요,Adjective,8,1
만족스러웠어요,Adjective,10,2
만족스러웠음,Adjective,10,2
만족스런,Adjective,10,1
만족스런데,Adjective,4,1
만족스럽고,Adjective,10,2
만족스럽네요,Adjective,8,1
만족스럽다,Adjective,7,1
만족스럽습니다,Adjective,8,1
만족스럽습니다,Adjective,10,3
만족하,Adjective,8,1
만족하고,Adjective,1,1
만족하고,Adjective,6,1
만족하고,Adjective,8,2
만족하고,Adjective,9,1
만족하고,Adjective,10,3
만족하는거,Adjective,8,1
만족하는거,Adjective,10,1
만족하더라고요,Adjective,9,1
만족하라는,Adjective,5,1
만족하려나,Adjective,10,1
만족하며,Adjective,8,1
만족하며,Adjective,10,2
만족하면서,Adjective,10,2
만족하실,Adjective,9,2
만족하실거,Adjective,8,1
만족하실듯,Adjective,10,1
만족한,Adjective,10,1
만족한다,Adjective,7,1
만족한다,Adjective,9,1
만족한다,Adjective,10,2
만족한다는,Adjective,4,1
만족할,Adjective,1,1
만족할,Adjective,9,2
만족할것,Adjective,8,1
만족할지,Adjective,8,1
만족함,Adjective,6,1
만족함,Adjective,8,1
만족함,Adjective,10,7
만족함다,Adjective,10,1
만족합니다,Adjective,2,3
만족합니다,Adjective,6,1
만족합니다,Adjective,8,6
만족합니다,Adjective,9,2
만족합니다,Adjective,10,3
만족했,Adjective,9,1
만족했고,Adjective,10,1
만족했다,Adjective,8,1
만족했다,Adjective,10,1
만족했습니다,Adjective,8,1
만족했습니다,Adjective,10,1
만족했어요,Adjective,10,2
만족했을텐데,Adjective,2,1
만족했음,Adjective,6,1
만족했음,Adjective,10,1
만지는데도,Verb,1,1
만지다가,Verb,1,1
만천원,Noun,10,1
만큼,Josa,1,6
만큼,Josa,2,5
만큼,Josa,3,1
만큼,Josa,4,5
만큼,Josa,5,3
만큼,Josa,6,6
만큼,Josa,7,6
만큼,Josa,8,10
만큼,Josa,9,6
만큼,Josa,10,35
만큼,Noun,1,4
만큼,Noun,2,7
만큼,Noun,4,1
만큼,Noun,5,3
만큼,Noun,6,4
만큼,Noun,7,4
만큼,Noun,8,11
만큼,Noun,9,2
만큼,Noun,10,18
만큼도,Josa,1,4
만큼도,Josa,2,2
만큼도,Josa,4,1
만큼도,Josa,6,1
만큼만,Josa,2,1
만큼은,Josa,1,5
만큼은,Josa,2,3
만큼은,Josa,4,3
만큼은,Josa,5,1
만큼은,Josa,6,10
만큼은,Josa,7,10
만큼은,Josa,8,21
만큼은,Josa,9,3
만큼은,Josa,10,14
만큼의,Josa,6,1
만큼의,Josa,7,1
만큼의,Josa,8,7
만큼의,Josa,9,1
만큼의,Josa,10,6
만큼이나,Josa,3,1
만큼이나,Josa,4,1
만큼이나,Josa,5,1
만큼이나,Josa,7,1
만큼이나,Josa,10,6
만큼이라도,Josa,2,1
만테,Foreign,1,1
만하,Noun,1,8
만하,Noun,2,16
만하,Noun,3,1
만하,Noun,4,12
만하,Noun,5,5
만하,Noun,6,15
만하,Noun,7,4
만하,Noun,8,15
만하,Noun,9,4
만하,Noun,10,20
만하군요,Verb,10,1
만하다가도,Verb,6,1
만한데,Verb,4,3
만한데,Verb,6,1
만한데,Verb,10,1
만해,Noun,1,3
만해,Noun,2,3
만해,Noun,3,1
만해,Noun,4,7
만해,Noun,5,1
만해,Noun,6,11
만해,Noun,7,7
만해,Noun,8,30
만해,Noun,9,8
만해,Noun,10,25
만화,Noun,1,14
만화,Noun,2,20
만화,Noun,3,1
만화,Noun,4,5
만화,Noun,5,5
만화,Noun,6,2
만화,Noun,7,1
만화,Noun,8,2
만화,Noun,9,1
만화,Noun,10,8
만화가,Noun,1,1
만화가,Noun,5,1
만화영화,Noun,1,4
만화영화,Noun,2,1
만화영화,Noun,4,2
만화영화,Noun,6,1
만화영화,Noun,10,2
만화인,Noun,1,2
만화책,Noun,1,1
만화책,Noun,2,1
많,Adjective,2,2
많,Adjective,4,1
많,Adjective,6,1
많,Adjective,8,1
많,Adjective,10,4
많거나,Adjective,1,1
많겠다,Adjective,6,1
많겠지만,Adjective,10,2
많고,Adjective,1,16
많고,Adjective,2,16
많고,Adjective,3,2
많고,Adjective,4,8
많고,Adjective,5,2
많고,Adjective,6,11
많고,Adjective,7,4
많고,Adjective,8,21
많고,Adjective,9,7
많고,Adjective,10,19
많고요,Adjective,1,1
많고이해,Adjective,2,1
많구나,Adjective,10,2
많군요,Adjective,1,1
많기는,Adjective,1,1
많기는,Adjective,8,2
많기는,Adjective,10,3
많기도,Adjective,6,1
많긴,Adjective,6,1
많긴,Adjective,7,1
많긴,Adjective,8,2
많긴,Adjective,10,3
많긴하지만,Adjective,6,1
많긴하지만,Adjective,7,1
많긴하지만,Adjective,8,1
많긴한데,Adjective,8,1
많긴한데,Adjective,10,2
많길래,Adjective,7,1
많길래,Adjective,8,1
많길래,Adjective,9,2
