형태소,품사,분류,카운트
-_-;;,Punctuation,2,1
-_-;;,Punctuation,8,1
-_-;;;,Punctuation,5,1
.,Foreign,10,1
.,Punctuation,1,50
.,Punctuation,2,7
.,Punctuation,3,14
.,Punctuation,4,17
.,Punctuation,5,23
.,Punctuation,6,46
.,Punctuation,7,74
.,Punctuation,8,168
.,Punctuation,9,142
.,Punctuation,10,421
.!!,Punctuation,9,1
.!!!,Punctuation,10,1
.',Punctuation,10,1
.*,Punctuation,7,1
".,",Punctuation,8,1
".,",Punctuation,10,1
..,Punctuation,1,42
..,Punctuation,2,10
..,Punctuation,3,8
..,Punctuation,4,9
..,Punctuation,5,22
..,Punctuation,6,30
..,Punctuation,7,49
..,Punctuation,8,71
..,Punctuation,9,61
..,Punctuation,10,233
..!,Punctuation,9,1
..!,Punctuation,10,1
..!!,Punctuation,10,1
..(,Punctuation,1,1
..(,Punctuation,10,1
..),Punctuation,10,1
..-,Punctuation,9,1
..-.-!,Punctuation,8,1
..-_-,Punctuation,7,1
...,Punctuation,1,22
...,Punctuation,2,14
...,Punctuation,3,8
...,Punctuation,4,7
...,Punctuation,5,17
...,Punctuation,6,19
...,Punctuation,7,26
...,Punctuation,8,43
...,Punctuation,9,48
...,Punctuation,10,130
...!,Punctuation,8,1
...!!!!!,Punctuation,10,1
...(,Punctuation,2,1
...(,Punctuation,10,1
...(-_-;),Punctuation,6,1
"...,",Punctuation,10,1
...-_-,Punctuation,10,1
....,Punctuation,1,3
....,Punctuation,2,1
....,Punctuation,3,2
....,Punctuation,4,2
....,Punctuation,5,4
....,Punctuation,6,5
....,Punctuation,7,7
....,Punctuation,8,6
....,Punctuation,9,8
....,Punctuation,10,22
.....,Punctuation,1,3
.....,Punctuation,7,3
.....,Punctuation,8,1
.....,Punctuation,9,2
.....,Punctuation,10,8
......,Punctuation,6,1
......,Punctuation,7,1
......,Punctuation,8,1
......,Punctuation,10,1
.......,Punctuation,8,1
........,Punctuation,1,1
........,Punctuation,8,1
........,Punctuation,9,1
..........,Punctuation,7,1
..........,Punctuation,10,1
...........,Punctuation,3,1
...........,Punctuation,9,1
.................,Punctuation,1,1
...............................,Punctuation,10,1
...;,Punctuation,7,1
...;;,Punctuation,10,1
...?,Punctuation,7,1
...?,Punctuation,8,1
...?,Punctuation,10,1
...^^,Punctuation,8,1
...^^,Punctuation,9,1
...^^;;;,Punctuation,5,1
..;,Punctuation,5,1
..;;,Punctuation,4,1
..;;,Punctuation,10,1
..?,Punctuation,5,1
..?,Punctuation,10,1
..???,Punctuation,10,1
..^,Punctuation,10,1
..^^,Punctuation,3,1
..^^,Punctuation,7,1
..^^,Punctuation,8,1
..^^..,Punctuation,10,1
..^^;;,Punctuation,8,1
..~~,Punctuation,8,1
.?,Punctuation,8,1
.~,Punctuation,10,1
/,Punctuation,1,1
/,Punctuation,5,2
/,Punctuation,6,2
/,Punctuation,8,3
/,Punctuation,9,1
/,Punctuation,10,7
//,Punctuation,10,3
///,Punctuation,9,1
0,Number,1,1
04년,Number,8,1
04년,Number,10,2
1,Number,1,5
1,Number,4,1
1,Number,7,1
1,Number,8,3
1,Number,9,6
1,Number,10,16
10,Number,7,1
10,Number,8,2
10,Number,9,1
10,Number,10,29
100,Number,10,4
100%,Number,10,2
10년,Number,6,1
10년,Number,8,1
10년,Number,9,1
10년,Number,10,14
10만,Number,10,1
10분,Number,7,1
10분,Number,8,1
10분,Number,10,3
10시,Number,10,1
10월,Number,10,1
10위안,Number,1,1
10조,Number,10,1
11,Number,10,2
1190,Number,5,1
12,Number,10,1
12년,Number,10,1
13,Number,5,1
13년,Number,10,2
15,Number,8,1
15년,Number,9,2
15년,Number,10,2
15분,Number,10,1
16년,Number,10,2
1978년,Number,8,1
1시간,Number,8,1
1시간,Number,10,1
1초,Number,10,1
2,Number,1,2
2,Number,2,1
2,Number,6,1
2,Number,8,3
2,Number,9,5
2,Number,10,22
2%,Number,8,1
2%,Number,9,1
20,Number,8,1
20,Number,9,1
20,Number,10,3
2000년,Number,9,1
2000년,Number,10,1
2002년,Number,10,1
2003년,Number,10,1
2004년,Number,7,3
2004년,Number,8,1
2004년,Number,9,3
2004년,Number,10,9
2008년,Number,10,1
2010년,Number,10,1
2011,Number,9,1
2013년,Number,10,1
2015년,Number,10,1
2020,Number,10,1
2020년,Number,7,1
2020년,Number,10,1
20초,Number,8,1
21,Number,8,1
21,Number,9,1
21,Number,10,2
24,Number,7,1
24,Number,10,1
28,Number,1,1
28,Number,4,1
28,Number,6,2
28,Number,8,4
28,Number,9,2
28,Number,10,21
2855,Number,10,1
28시,Number,1,2
28시,Number,2,1
28시,Number,7,2
28시,Number,10,7
28일,Number,1,7
28일,Number,2,2
28일,Number,4,2
28일,Number,5,4
28일,Number,6,7
28일,Number,7,7
28일,Number,8,14
28일,Number,9,13
28일,Number,10,42
2~3,Number,10,1
2년,Number,8,1
2만,Number,9,1
2시간,Number,2,1
2시간,Number,10,1
3,Number,2,1
3,Number,3,1
3,Number,5,1
3,Number,6,1
3,Number,7,1
3,Number,8,2
3,Number,9,1
3,Number,10,11
30,Number,7,1
300,Number,9,3
300,Number,10,3
30분,Number,7,1
360,Number,10,1
3위안,Number,10,1
4,Number,1,2
4,Number,4,1
4,Number,9,3
4,Number,10,2
5,Number,9,1
5,Number,10,7
50년,Number,10,1
6,Number,6,2
6,Number,8,1
6,Number,10,2
6~7년,Number,10,1
7,Number,7,3
7.5,Number,10,2
70년,Number,1,1
754,Number,5,1
78년,Number,1,1
8,Number,1,2
8,Number,6,2
8,Number,7,1
8,Number,8,6
8,Number,9,1
8,Number,10,6
8.3,Number,10,2
8.35,Number,10,1
8.5,Number,10,1
80년,Number,10,1
9,Number,1,1
9,Number,9,2
9,Number,10,8
9.5,Number,10,1
9.8,Number,10,1
90년,Number,9,1
90년,Number,10,1
:,Punctuation,1,3
:,Punctuation,10,3
::,Punctuation,1,1
;,Punctuation,1,1
;,Punctuation,2,1
;,Punctuation,3,1
;,Punctuation,5,1
;,Punctuation,7,1
;,Punctuation,8,3
;,Punctuation,9,2
;,Punctuation,10,7
;),Punctuation,10,1
;;,Punctuation,1,3
;;,Punctuation,3,2
;;,Punctuation,4,1
;;,Punctuation,6,3
;;,Punctuation,7,5
;;,Punctuation,8,3
;;,Punctuation,9,3
;;,Punctuation,10,7
;;;,Punctuation,1,1
;;;,Punctuation,5,2
;;;,Punctuation,8,1
;;;,Punctuation,10,4
;;;;,Punctuation,1,1
;;;;,Punctuation,7,1
;;;;,Punctuation,8,1
;;;;,Punctuation,10,1
;;?,Punctuation,10,1
<,Punctuation,2,1
<,Punctuation,10,5
=,Punctuation,7,1
=,Punctuation,8,2
=,Punctuation,9,1
=,Punctuation,10,2
=)=,Punctuation,8,1
=_=,Punctuation,10,1
>,Punctuation,2,1
>,Punctuation,7,1
>,Punctuation,10,8
>_,Punctuation,10,1
>_<,Punctuation,10,1
?,Punctuation,1,12
?,Punctuation,2,5
?,Punctuation,3,2
?,Punctuation,4,9
?,Punctuation,5,7
?,Punctuation,6,3
?,Punctuation,7,2
?,Punctuation,8,10
?,Punctuation,9,21
?,Punctuation,10,39
?!!,Punctuation,10,1
?-,Punctuation,1,1
?..,Punctuation,9,1
??,Punctuation,1,3
??,Punctuation,2,1
??,Punctuation,3,1
??,Punctuation,4,2
??,Punctuation,5,1
??,Punctuation,6,2
??,Punctuation,7,4
??,Punctuation,8,4
??,Punctuation,9,3
??,Punctuation,10,10
??..,Punctuation,9,1
???,Punctuation,7,1
???,Punctuation,10,2
?????,Punctuation,10,1
?~~~~,Punctuation,10,1
A,Alpha,1,1
A,Alpha,7,1
A,Alpha,8,2
A,Alpha,9,2
A,Alpha,10,1
B,Alpha,2,1
B,Alpha,4,1
B,Alpha,6,1
B,Alpha,7,4
B,Alpha,8,5
B,Alpha,9,3
B,Alpha,10,5
BEST,Alpha,10,2
BO,Alpha,10,1
Beaustful,Alpha,10,1
Best,Alpha,7,2
C,Alpha,9,1
C,Alpha,10,1
CF,Alpha,9,1
CJ,Alpha,3,1
CJ,Alpha,10,18
Cj,Alpha,9,1
DC,Alpha,10,1
Dawn,Alpha,10,1
Dead,Alpha,6,1
Disgusting,Alpha,6,1
Disturbed,Alpha,7,1
Down,Alpha,7,1
Down,Alpha,8,1
FPS,Alpha,10,1
GOOD,Alpha,8,1
GooD,Alpha,10,1
Good,Alpha,5,1
Good,Alpha,9,1
Good,Alpha,10,4
Horrible,Alpha,6,1
J,Alpha,10,1
MADE,Alpha,10,1
MTV,Alpha,7,1
MV,Alpha,9,1
OCN,Alpha,10,2
OF,Alpha,10,1
OO,Alpha,1,6
OO,Alpha,3,1
OO,Alpha,4,1
OO,Alpha,5,1
OO,Alpha,7,1
OO,Alpha,8,1
OO,Alpha,9,1
OO,Alpha,10,16
OOO,Alpha,1,2
OOO,Alpha,3,1
OOO,Alpha,4,2
OOO,Alpha,5,1
OOO,Alpha,6,1
OOO,Alpha,7,1
OOO,Alpha,8,1
OOO,Alpha,10,3
OST,Alpha,10,1
OTL,Alpha,9,1
QQ,Alpha,10,1
REC,Alpha,9,1
REC,Alpha,10,4
Sickness,Alpha,7,1
Sickness,Alpha,8,1
Stylish,Alpha,10,1
Suprise,Alpha,10,1
THE,Alpha,10,1
TOP,Alpha,10,1
TQTQTQ,Alpha,1,1
TV,Alpha,6,1
The,Alpha,7,1
The,Alpha,8,1
WELL,Alpha,10,1
When,Alpha,10,1
With,Alpha,7,1
With,Alpha,8,1
Wonderful,Alpha,10,1
Z,Alpha,6,1
Z,Alpha,10,1
ZERO,Alpha,6,1
[,Punctuation,6,1
],Punctuation,6,1
^,Punctuation,10,2
^!,Punctuation,10,1
^------------------^,Punctuation,10,1
^-^,Punctuation,8,1
^-^,Punctuation,10,3
^^,Punctuation,7,1
^^,Punctuation,8,4
^^,Punctuation,9,7
^^,Punctuation,10,21
^^*,Punctuation,10,2
^^...,Punctuation,9,1
^^:,Punctuation,7,1
^^;,Punctuation,7,1
^^;;,Punctuation,6,1
^^;;,Punctuation,8,1
^^;;,Punctuation,10,1
^_^,Punctuation,10,1
^______^,Punctuation,10,1
_,Punctuation,5,1
_,Punctuation,10,3
`,Punctuation,1,2
`,Punctuation,8,2
`~,Punctuation,10,1
`~!!!,Punctuation,10,1
a,Alpha,8,1
a,Alpha,9,1
a,Alpha,10,1
action,Alpha,7,1
and,Alpha,10,1
awesome,Alpha,10,2
b,Alpha,2,1
b,Alpha,7,2
b,Alpha,8,1
b,Alpha,10,8
bad,Alpha,5,1
bad,Alpha,8,1
bad,Alpha,10,1
best,Alpha,10,1
cf,Alpha,10,1
cgv,Alpha,8,1
cgv,Alpha,10,1
cj,Alpha,1,1
cj,Alpha,6,1
cj,Alpha,8,1
cj,Alpha,9,2
cj,Alpha,10,7
credit,Alpha,8,1
csi,Alpha,10,2
dead,Alpha,10,2
down,Alpha,8,1
dvd,Alpha,9,1
dvd,Alpha,10,1
earth,Alpha,10,1
ending,Alpha,8,1
good,Alpha,10,4
hell,Alpha,10,1
horror,Alpha,7,1
http://clubbox.co.kr/cocoru23,URL,10,1
in,Alpha,10,1
is,Alpha,10,1
klopuiiytuuiy,Alpha,1,1
lIlIlIlIlIlIlIl,Alpha,7,1
mmnnmmnnmnnm,Alpha,1,1
more,Alpha,10,1
movie,Alpha,10,1
mtv,Alpha,8,1
must,Alpha,10,1
new,Alpha,5,1
no,Alpha,7,1
no,Alpha,10,1
not,Alpha,8,1
not,Alpha,10,1
ocn,Alpha,9,1
ocn,Alpha,10,1
of,Alpha,7,1
of,Alpha,10,1
ost,Alpha,1,1
ost,Alpha,10,2
rec,Alpha,7,1
room,Alpha,10,1
ryuhj,Alpha,10,1
s,Alpha,10,1
see,Alpha,10,1
shit,Alpha,7,1
ssk,Alpha,5,1
the,Alpha,7,1
the,Alpha,10,3
there,Alpha,10,1
tv,Alpha,10,1
vs,Alpha,7,1
vs,Alpha,8,1
vs,Alpha,10,1
walk,Alpha,6,1
walk,Alpha,10,1
will,Alpha,10,1
wind,Alpha,10,1
x,Alpha,1,1
x,Alpha,6,1
x,Alpha,7,1
xxx,Alpha,1,1
z,Alpha,2,1
z,Alpha,9,1
z,Alpha,10,5
~,Punctuation,1,1
~,Punctuation,5,3
~,Punctuation,6,2
~,Punctuation,7,4
~,Punctuation,8,16
~,Punctuation,9,24
~,Punctuation,10,76
~!,Punctuation,5,2
~!,Punctuation,8,5
~!,Punctuation,9,6
~!,Punctuation,10,5
~!!,Punctuation,6,1
~!!,Punctuation,7,1
~!!,Punctuation,9,1
~!!,Punctuation,10,5
~!!!,Punctuation,8,1
~!!!,Punctuation,10,4
~!!!!!!!!!!!!,Punctuation,6,1
~!.,Punctuation,9,1
~-.-;,Punctuation,7,1
~..,Punctuation,7,1
~;;;;,Punctuation,10,1
~^^,Punctuation,10,1
~_~,Punctuation,10,1
~~,Punctuation,7,1
~~,Punctuation,8,4
~~,Punctuation,9,5
~~,Punctuation,10,15
~~!,Punctuation,8,1
~~!!,Punctuation,9,4
~~!!,Punctuation,10,2
~~>,Punctuation,10,1
~~~,Punctuation,7,1
~~~,Punctuation,9,2
~~~,Punctuation,10,5
~~~~,Punctuation,10,2
~~~~~~~,Punctuation,10,1
~~~~~~~~~~,Punctuation,9,1
‘,Foreign,10,1
’,Punctuation,10,1
↓,Foreign,10,1
┌,Foreign,9,1
♡,Foreign,10,1
♥,Foreign,10,1
♬,Foreign,7,1
♬♥♪★,Foreign,10,1
。,Foreign,7,1
ㄱ,KoreanParticle,1,2
ㄱ,KoreanParticle,10,1
ㄱㄱ,KoreanParticle,10,1
ㄲㄲㄲ,KoreanParticle,10,1
ㄴ,KoreanParticle,9,1
ㄷ,KoreanParticle,10,7
ㄷㄷ,KoreanParticle,10,3
ㄷㄷㄷ,KoreanParticle,7,1
ㄷㄷㄷ,KoreanParticle,10,2
ㄷㄷㄷㄷ,KoreanParticle,10,1
ㄸㄹ,KoreanParticle,8,1
ㄹ,KoreanParticle,10,1
ㄹㅇ,KoreanParticle,8,1
ㄹㅇ,KoreanParticle,10,1
ㄹㅇㅍㅌ,KoreanParticle,10,1
ㅁ,KoreanParticle,8,1
ㅁ,KoreanParticle,10,5
ㅂ,KoreanParticle,8,1
ㅂㄱ,KoreanParticle,9,1
ㅂㅅ,KoreanParticle,7,1
ㅄ,KoreanParticle,7,1
ㅄ,KoreanParticle,10,1
ㅅ,KoreanParticle,6,1
ㅅ,KoreanParticle,9,1
ㅅㅂ,KoreanParticle,1,1
ㅅㅂ,KoreanParticle,4,1
ㅅㅋ,KoreanParticle,8,1
ㅇ,KoreanParticle,10,2
ㅇㅇ,KoreanParticle,10,2
ㅇㅈ,KoreanParticle,10,1
ㅈ,KoreanParticle,2,1
ㅈㄴ,KoreanParticle,9,1
ㅉ,KoreanParticle,3,1
ㅉㅉ,KoreanParticle,3,1
ㅉㅉ,KoreanParticle,10,1
ㅋ,KoreanParticle,1,1
ㅋ,KoreanParticle,2,2
ㅋ,KoreanParticle,3,1
ㅋ,KoreanParticle,5,1
ㅋ,KoreanParticle,6,2
ㅋ,KoreanParticle,7,3
ㅋ,KoreanParticle,8,11
ㅋ,KoreanParticle,9,14
ㅋ,KoreanParticle,10,43
ㅋㅋ,KoreanParticle,4,1
ㅋㅋ,KoreanParticle,6,3
ㅋㅋ,KoreanParticle,7,2
ㅋㅋ,KoreanParticle,8,14
ㅋㅋ,KoreanParticle,9,14
ㅋㅋ,KoreanParticle,10,68
ㅋㅋㅋ,KoreanParticle,4,1
ㅋㅋㅋ,KoreanParticle,5,1
ㅋㅋㅋ,KoreanParticle,6,2
ㅋㅋㅋ,KoreanParticle,7,2
ㅋㅋㅋ,KoreanParticle,8,4
ㅋㅋㅋ,KoreanParticle,9,1
ㅋㅋㅋ,KoreanParticle,10,26
ㅋㅋㅋㅋ,KoreanParticle,2,1
ㅋㅋㅋㅋ,KoreanParticle,5,1
ㅋㅋㅋㅋ,KoreanParticle,7,1
ㅋㅋㅋㅋ,KoreanParticle,8,2
ㅋㅋㅋㅋ,KoreanParticle,9,2
ㅋㅋㅋㅋ,KoreanParticle,10,9
ㅋㅋㅋㅋㅋ,KoreanParticle,7,1
ㅋㅋㅋㅋㅋ,KoreanParticle,8,1
ㅋㅋㅋㅋㅋ,KoreanParticle,9,1
ㅋㅋㅋㅋㅋ,KoreanParticle,10,1
ㅋㅋㅋㅋㅋㅋ,KoreanParticle,8,1
ㅋㅋㅋㅋㅋㅋ,KoreanParticle,9,1
ㅋㅋㅋㅋㅋㅋ,KoreanParticle,10,3
ㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,10,2
ㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,10,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,10,2
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,10,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,8,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,8,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,9,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,10,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,10,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,10,1
ㅎ,KoreanParticle,7,1
ㅎ,KoreanParticle,8,1
ㅎ,KoreanParticle,9,3
ㅎ,KoreanParticle,10,11
ㅎㄷㄷ,KoreanParticle,9,1
ㅎㄷㄷ,KoreanParticle,10,1
ㅎㅎ,KoreanParticle,1,1
ㅎㅎ,KoreanParticle,8,4
ㅎㅎ,KoreanParticle,9,6
ㅎㅎ,KoreanParticle,10,13
ㅎㅎㅎ,KoreanParticle,2,1
ㅎㅎㅎ,KoreanParticle,10,2
ㅎㅎㅎㅎ,KoreanParticle,8,1
ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,KoreanParticle,10,1
ㅗㅗ,KoreanParticle,1,1
ㅛㅇ,KoreanParticle,10,1
ㅜ,KoreanParticle,7,1
ㅜ,KoreanParticle,9,1
ㅜ,KoreanParticle,10,3
ㅜㅜ,KoreanParticle,2,1
ㅜㅜ,KoreanParticle,7,3
ㅜㅜ,KoreanParticle,8,2
ㅜㅜ,KoreanParticle,9,2
ㅜㅜ,KoreanParticle,10,5
ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ,KoreanParticle,1,1
ㅜㅡ,KoreanParticle,9,1
ㅜㅡ,KoreanParticle,10,1
ㅠ,KoreanParticle,2,1
ㅠ,KoreanParticle,5,1
ㅠ,KoreanParticle,6,1
ㅠ,KoreanParticle,9,4
ㅠ,KoreanParticle,10,29
ㅠㅠ,KoreanParticle,4,1
ㅠㅠ,KoreanParticle,5,1
ㅠㅠ,KoreanParticle,6,1
ㅠㅠ,KoreanParticle,7,3
ㅠㅠ,KoreanParticle,8,3
ㅠㅠ,KoreanParticle,9,2
ㅠㅠ,KoreanParticle,10,9
ㅠㅠㅠ,KoreanParticle,7,1
ㅠㅠㅠ,KoreanParticle,10,1
ㅠㅠㅠㅠ,KoreanParticle,1,1
ㅠㅠㅠㅠㅠ,KoreanParticle,10,1
ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,KoreanParticle,10,1
ㅡ,KoreanParticle,5,2
ㅡ,KoreanParticle,8,2
ㅡ,KoreanParticle,10,4
ㅡㅡ,KoreanParticle,1,2
ㅡㅡ,KoreanParticle,2,2
ㅡㅡ,KoreanParticle,3,1
ㅡㅡ,KoreanParticle,5,2
ㅡㅡ,KoreanParticle,6,3
ㅡㅡ,KoreanParticle,7,1
ㅡㅡ,KoreanParticle,9,2
ㅡㅡ,KoreanParticle,10,2
ㅡㅡㅡ,KoreanParticle,4,2
ㅣ,KoreanParticle,8,1
乃,Foreign,9,1
人,Foreign,10,1
年,Foreign,9,1
日,Foreign,9,1
月,Foreign,9,1
甲,Foreign,10,1
가,Josa,1,28
가,Josa,2,6
가,Josa,3,6
가,Josa,4,14
가,Josa,5,13
가,Josa,6,20
가,Josa,7,26
가,Josa,8,60
가,Josa,9,51
가,Josa,10,170
가,Verb,3,1
가,Verb,7,2
가,Verb,8,1
가,Verb,9,1
가,Verb,10,11
가가,Noun,9,1
가기,Noun,10,1
가까운,Adjective,5,1
가까운,Adjective,10,1
가꿈에,Verb,10,1
가끔,Noun,2,1
가끔,Noun,9,1
가끔,Noun,10,3
가나,Noun,9,1
가나,Noun,10,1
가는,Verb,3,1
가는,Verb,6,1
가는,Verb,9,1
가는,Verb,10,4
가는거,Verb,10,1
가는줄,Verb,10,2
가는줄도,Verb,10,1
가는줄은,Verb,8,1
가능한,Adjective,10,1
가더,Verb,10,1
가둬,Verb,10,1
가든,Noun,9,1
가라,Noun,8,1
가리고,Verb,10,1
가면,Noun,3,1
가면,Noun,5,1
가물가물,Adverb,9,1
가뭄,Noun,9,1
가미,Noun,10,1
가발,Noun,1,1
가볍게,Adjective,3,1
가볍게,Adjective,7,1
가볍고,Adjective,9,1
가볍지도,Adjective,10,1
가보기엔,Verb,10,1
가본,Verb,8,1
가본,Verb,10,6
가봤던,Verb,10,1
가스통,Noun,1,1
가스통,Noun,8,1
가스통,Noun,9,1
가슴,Noun,8,2
가슴,Noun,9,1
가슴,Noun,10,5
가시,Noun,9,1
가시질,Verb,10,1
가안,Noun,3,1
가안,Noun,7,1
가왜,Noun,5,1
가요,Noun,10,1
가운데,Noun,7,1
가장,Noun,6,1
가장,Noun,7,4
가장,Noun,8,11
가장,Noun,9,9
가장,Noun,10,27
가져가,Verb,8,1
가져다,Verb,1,1
가져다,Verb,10,2
가져다줄,Verb,8,1
가족,Noun,8,1
가족,Noun,10,1
가족영화,Noun,1,1
가지,Noun,8,3
가지,Noun,9,2
가지,Noun,10,3
가짜,Noun,10,1
가치,Noun,6,1
가치,Noun,7,1
가치,Noun,8,1
가히,Adverb,9,1
가히,Adverb,10,2
각,Noun,2,1
각본,Noun,4,1
각본,Noun,7,1
각본,Noun,9,1
각본,Noun,10,1
각종,Noun,10,1
간,Foreign,10,1
간,Noun,5,1
간,Noun,8,1
간,Noun,9,1
간,Noun,10,4
간,Suffix,10,2
간간이,Noun,8,1
간간히,Adverb,5,1
간간히,Adverb,8,1
간거,Verb,9,1
간년,Noun,6,1
간년,Noun,8,1
간년,Noun,10,1
간다,Noun,4,1
간다,Noun,9,1
간만,Noun,1,1
간만,Noun,8,1
간만,Noun,9,1
간만,Noun,10,2
간을,Foreign,10,1
간지,Noun,10,1
간해,Verb,10,1
간호사,Noun,1,1
간호사,Noun,8,1
간호사,Noun,10,1
갇혀있을,Verb,10,1
갈,Verb,9,2
갈등,Noun,7,1
갈등,Noun,10,2
갈리는,Verb,6,1
갈수록,Noun,3,1
갈수록,Noun,5,3
갈수록,Noun,6,3
갈수록,Noun,7,4
갈수록,Noun,10,3
갈지,Verb,8,1
감,Noun,2,1
감,Noun,5,1
감,Noun,6,2
감,Noun,7,4
감,Noun,8,10
감,Noun,9,14
감,Noun,10,20
감각,Noun,7,1
감각,Noun,8,1
감각,Noun,9,3
감각,Noun,10,4
감격,Noun,10,1
감도,Verb,5,1
감도있고,Verb,9,1
감독,Noun,1,2
감독,Noun,6,1
감독,Noun,7,1
감독,Noun,8,1
감독,Noun,9,6
감독,Noun,10,12
감독판,Noun,8,1
감독판,Noun,10,1
감동,Noun,7,2
감동,Noun,8,3
감동,Noun,9,1
감동,Noun,10,2
감명,Noun,10,1
감상,Noun,1,2
감상,Noun,6,2
