형태소,품사,분류,카운트
괜춘한데,Noun,8,1
괜춘한듯,Noun,4,1
괜춘함,Noun,8,2
괜춘함,Noun,10,1
괜춘해욤,Noun,10,1
괜춘했,Noun,10,1
괜춘했네,Noun,8,1
괜춘했음,Noun,7,1
괜춘했음,Noun,9,2
괜츈,Noun,7,4
괜츈,Noun,8,3
괜츈,Noun,9,2
괜츈,Noun,10,3
괜츈괜츈,Noun,7,1
괜츈다,Noun,10,1
괜츈하,Noun,1,1
괜츈함,Noun,8,1
괜츈함,Noun,10,1
괜칞,Noun,8,1
괜탆,Noun,9,1
괜탆있아,Noun,10,1
괜팒,Noun,7,1
괜한선입견,Noun,1,1
괜히,Adverb,1,18
괜히,Adverb,2,2
괜히,Adverb,3,7
괜히,Adverb,4,3
괜히,Adverb,5,2
괜히,Adverb,6,6
괜히,Adverb,8,5
괜히,Adverb,9,4
괜히,Adverb,10,31
괝,Noun,9,1
괞,Noun,8,1
괞,Noun,9,1
괞,Noun,10,1
괞잖,Noun,10,1
괞찮,Noun,7,2
괞찮,Noun,8,1
괞찮,Noun,9,1
괞찮네,Noun,8,1
괞찮습니,Noun,6,1
괞찮은데,Noun,6,1
괴,Noun,8,1
괴,Noun,10,1
괴고,Noun,6,1
괴기,Noun,7,2
괴로운,Adjective,1,1
괴로워서,Adjective,10,1
괴로웠고,Adjective,7,1
괴로웠다,Adjective,5,2
괴로웠다,Adjective,10,1
괴로웠습니다,Adjective,9,1
괴롭,Adjective,6,1
괴롭고,Adjective,1,1
괴롭히는,Verb,8,1
괴롭히는,Verb,9,1
괴롭히지마,Verb,1,1
괴리,Noun,6,1
괴리감,Noun,3,1
괴리감,Noun,9,1
괴리감,Noun,10,1
괴물,Noun,1,7
괴물,Noun,2,2
괴물,Noun,3,2
괴물,Noun,4,1
괴물,Noun,5,2
괴물,Noun,6,5
괴물,Noun,7,6
괴물,Noun,8,12
괴물,Noun,9,11
괴물,Noun,10,30
괴물영화,Noun,6,1
괴물영화,Noun,8,1
괴물영화,Noun,9,1
괴상하고,Adjective,10,1
괴수,Noun,8,1
괴이,Noun,1,1
괴작,Noun,2,1
괴작,Noun,6,1
괴장히,Noun,8,1
괸,Noun,7,1
괸객수,Noun,1,1
괸찬,Noun,7,1
괸찬은듯,Noun,9,1
괸춘하,Noun,10,1
굉,Noun,7,1
굉장,Noun,4,1
굉장,Noun,10,1
굉장하다,Adjective,10,1
굉장하다고,Adjective,9,1
굉장한,Adjective,6,1
굉장한,Adjective,8,1
굉장한,Adjective,9,1
굉장한,Adjective,10,4
굉장함,Adjective,10,1
굉장합니다,Adjective,10,1
굉장했,Adjective,9,1
굉장했다,Adjective,9,3
굉장했다,Adjective,10,1
굉장했다고,Adjective,10,1
굉장했어요,Adjective,10,1
굉장했음,Adjective,10,1
굉장히,Adjective,1,9
굉장히,Adjective,2,2
굉장히,Adjective,3,1
굉장히,Adjective,4,1
굉장히,Adjective,5,4
굉장히,Adjective,6,8
굉장히,Adjective,7,18
굉장히,Adjective,8,24
굉장히,Adjective,9,34
굉장히,Adjective,10,72
교,Noun,10,1
교감,Noun,8,1
교과서,Noun,1,1
교과서,Noun,3,1
교과서,Noun,8,1
교과서,Noun,10,4
교규,Noun,10,1
교묘하게,Adjective,10,1
교미,Noun,9,1
교복,Noun,10,2
교양,Noun,6,1
교육,Noun,1,1
교육,Noun,3,2
교육,Noun,5,1
교육,Noun,6,1
교육,Noun,7,1
교육,Noun,9,1
교육,Noun,10,5
교육영화,Noun,6,2
교재,Noun,4,1
교차,Noun,8,1
교차,Noun,9,1
교차,Noun,10,2
교체,Noun,1,1
교체,Noun,4,1
교통사고,Noun,6,1
교통사고,Noun,10,1
교편,Noun,4,1
교활한,Adjective,1,1
교훈,Noun,1,5
교훈,Noun,2,3
교훈,Noun,3,2
교훈,Noun,4,2
교훈,Noun,5,1
교훈,Noun,6,4
교훈,Noun,7,12
교훈,Noun,8,20
교훈,Noun,9,25
교훈,Noun,10,70
교휸,Noun,1,1
굥유딸,Noun,10,1
구,Modifier,1,4
구,Modifier,2,2
구,Modifier,3,3
구,Modifier,4,4
구,Modifier,5,5
구,Modifier,6,4
구,Modifier,7,11
구,Modifier,8,10
구,Modifier,9,14
구,Modifier,10,49
구,Noun,1,14
구,Noun,2,2
구,Noun,3,2
구,Noun,4,3
구,Noun,5,4
구,Noun,6,3
구,Noun,7,9
구,Noun,8,16
구,Noun,9,18
구,Noun,10,43
구간,Noun,5,1
구간,Noun,8,1
구간,Noun,9,2
구간,Noun,10,2
구강,Noun,10,1
구걸,Noun,10,2
구겨,Verb,1,1
구경,Noun,1,3
구경,Noun,2,2
구경,Noun,5,1
구경,Noun,9,1
구경,Noun,10,2
구경만,Noun,1,1
구경만,Noun,3,1
구경만,Noun,4,1
구구,Noun,7,1
구구,Noun,10,1
구구구,Noun,10,1
구금,Noun,9,1
구급차,Noun,8,1
구김,Noun,8,1
구나,Noun,1,4
구나,Noun,2,4
구나,Noun,4,3
구나,Noun,5,2
구나,Noun,6,1
구나,Noun,7,1
구나,Noun,8,4
구나,Noun,9,5
구나,Noun,10,11
구니,Noun,2,1
구덩이,Noun,7,1
구도,Noun,1,2
구도,Noun,3,1
구도,Noun,5,1
구도,Noun,6,1
구도,Noun,7,2
구도,Noun,8,2
구도,Noun,10,1
구두,Noun,8,1
구두,Noun,10,1
구둣발,Noun,7,1
구들,Noun,8,2
구들,Noun,10,1
구라,Noun,9,1
구라치지말구요,Verb,1,1
구랬음,Noun,5,1
구러,Verb,10,1
구려,Noun,6,1
구려,Noun,7,1
구려,Noun,8,1
구려,Noun,10,1
구렸을거,Adjective,8,1
구렸음,Adjective,2,1
구렸음,Adjective,8,2
구령,Noun,1,1
구로,Noun,1,1
구로,Noun,5,2
구로,Noun,6,1
구로,Noun,10,3
구르,Verb,8,3
구르,Verb,10,1
구르고,Verb,7,1
구르고,Verb,10,3
구르다,Verb,9,1
구르며,Verb,9,2
구를,Verb,1,1
구리,Noun,1,1
구리,Noun,3,3
구리,Noun,5,2
구리,Noun,6,3
구리,Noun,8,2
구리,Noun,9,1
구리,Noun,10,1
구리다는,Adjective,8,1
구린,Adjective,6,1
구린,Adjective,8,2
구린건,Adjective,1,1
구릴텐데,Adjective,8,1
구림,Noun,1,3
구림,Noun,3,1
구림,Noun,6,1
구림,Noun,7,1
구림,Noun,8,1
구립니다,Adjective,1,1
구마,Noun,5,1
구마,Noun,10,1
구만,Eomi,10,1
구만,Noun,1,1
구만,Noun,2,1
구만,Noun,4,1
구만,Noun,9,1
구만,Noun,10,2
구매,Noun,2,1
구매,Noun,10,3
구먼,Noun,1,1
구먼,Noun,10,3
구멍,Noun,1,2
구멍,Noun,2,1
구멍,Noun,3,2
구멍,Noun,4,4
구멍,Noun,5,1
구멍,Noun,6,3
구멍,Noun,7,4
구멍,Noun,8,5
구멍,Noun,9,2
구멍,Noun,10,4
구문,Noun,5,1
구미호,Noun,8,1
구백만이,Noun,9,1
구별,Noun,1,1
구별,Noun,7,1
구별,Noun,8,1
구보,Noun,8,1
구부,Noun,5,1
구부,Noun,9,1
구부,Noun,10,1
구분,Noun,1,3
구분,Noun,5,1
구분,Noun,7,2
구분,Noun,8,2
구분,Noun,9,2
구분,Noun,10,3
구상,Noun,10,1
구석,Noun,2,1
구석,Noun,3,1
구석,Noun,4,1
구석,Noun,9,2
구석,Noun,10,2
구석구석,Noun,1,1
구성,Noun,1,33
구성,Noun,2,11
구성,Noun,3,9
구성,Noun,4,7
구성,Noun,5,18
구성,Noun,6,19
구성,Noun,7,33
구성,Noun,8,45
구성,Noun,9,45
구성,Noun,10,54
구성면,Noun,5,1
구성면,Noun,7,2
구성면,Noun,10,1
구성요소,Noun,8,1
구성원,Noun,1,1
구성원,Noun,10,1
구성은,Noun,1,1
구성은,Noun,2,1
구성은,Noun,5,2
구성은,Noun,6,4
구성은,Noun,7,6
구성은,Noun,8,5
구성은,Noun,9,2
구성지게,Adjective,4,1
구수,Noun,9,2
구수,Noun,10,1
구수한,Adjective,8,1
구숫굿,Noun,10,1
구슬쁨,Noun,9,1
구시대,Noun,1,1
구시대,Noun,5,1
구시대,Noun,6,1
구시대,Noun,8,3
구식,Noun,9,1
구실,Noun,7,1
구심,Noun,1,1
구심,Noun,7,1
구심,Noun,9,5
구심,Noun,10,4
구야,Noun,9,1
구여,Eomi,10,1
구역,Noun,1,2
구역,Noun,3,1
구역,Noun,6,1
구역,Noun,7,1
구역,Noun,9,3
구역,Noun,10,1
구역질,Noun,1,5
구역질,Noun,9,2
구연,Noun,10,1
구영,Noun,5,1
구영,Noun,10,1
구요,Eomi,10,1
구우욷,Noun,9,1
구욷,Noun,10,1
구원,Noun,4,1
구원,Noun,8,1
구웠다는,Verb,10,1
구일,Noun,1,1
구입,Noun,1,1
구입,Noun,10,1
구재,Noun,8,1
구정,Noun,10,1
구조,Noun,1,2
구조,Noun,6,2
구조,Noun,8,4
구조,Noun,9,2
구조,Noun,10,5
구조도,Noun,7,1
구지,Noun,3,1
구지,Noun,5,1
구지,Noun,6,2
구지,Noun,8,1
구지,Noun,9,1
구지,Noun,10,1
구질구질하지,Adjective,10,1
구체,Noun,1,1
구체,Noun,5,2
구체,Noun,6,3
구체,Noun,7,8
구체,Noun,8,5
구체,Noun,9,7
구체,Noun,10,1
구축,Noun,2,1
구축,Noun,7,1
구축,Noun,8,2
구축,Noun,10,1
구출,Noun,1,1
구출,Noun,5,1
구출,Noun,6,2
구치,Noun,7,1
구타,Noun,1,1
구타,Noun,6,1
구타,Noun,10,1
구태,Noun,1,1
구태,Noun,2,1
구태여,Noun,3,1
구태여,Noun,10,1
구태의연하다,Adjective,6,1
구토,Noun,1,1
구토,Noun,9,1
구하라,Noun,10,1
구한,Noun,1,1
구한,Noun,6,1
구한,Noun,7,1
구해,Noun,3,1
구해,Noun,9,1
구해,Noun,10,3
구현,Noun,2,1
구현,Noun,5,1
구현,Noun,6,2
구현,Noun,7,2
구현,Noun,8,2
구현,Noun,9,1
구현,Noun,10,3
국,Noun,1,1
국,Noun,2,1
국,Noun,4,1
국,Noun,6,2
국,Noun,8,2
국,Noun,9,1
국,Noun,10,6
국가,Noun,1,4
국가,Noun,2,2
국가,Noun,4,1
국가,Noun,5,2
국가,Noun,6,1
국가,Noun,7,2
국가,Noun,8,7
국가,Noun,9,6
국가,Noun,10,8
국가대표,Noun,1,1
국가대표,Noun,10,2
국고,Noun,10,1
국구,Noun,10,1
국국,Noun,10,1
국군,Noun,8,1
국굿,Noun,8,1
국궁,Noun,10,1
국내,Noun,1,10
국내,Noun,3,4
국내,Noun,4,1
국내,Noun,5,9
국내,Noun,6,8
국내,Noun,7,29
국내,Noun,8,50
국내,Noun,9,43
국내,Noun,10,84
국내외,Noun,9,1
국내외,Noun,10,1
국도,Noun,7,1
국도,Noun,9,1
국도,Noun,10,1
국면,Noun,8,1
국문,Noun,8,1
국물,Noun,1,1
국물,Noun,2,1
국물,Noun,7,1
국물,Noun,9,1
국물,Noun,10,1
국민,Noun,1,14
국민,Noun,3,1
국민,Noun,4,1
국민,Noun,5,2
국민,Noun,6,1
국민,Noun,7,1
국민,Noun,8,7
국민,Noun,9,5
국민,Noun,10,23
국밈,Noun,9,1
국밥,Noun,2,1
국밥,Noun,7,1
국뽕,Noun,1,16
국뽕,Noun,2,4
국뽕,Noun,3,2
국뽕,Noun,4,2
국뽕,Noun,5,4
국뽕,Noun,6,2
국뽕,Noun,9,1
국뽕,Noun,10,4
국뽕따윈없다,Noun,1,1
국산,Noun,1,23
국산,Noun,2,6
국산,Noun,3,2
국산,Noun,4,3
국산,Noun,5,8
국산,Noun,6,12
국산,Noun,7,31
국산,Noun,8,55
국산,Noun,9,30
국산,Noun,10,40
국수,Noun,1,1
국숫,Noun,10,1
국어,Noun,1,3
국어,Noun,2,1
국어,Noun,6,1
국어,Noun,7,1
국어,Noun,9,2
국연,Noun,3,1
국외,Noun,1,1
국재,Noun,9,1
국적,Noun,6,1
국적,Noun,7,1
국적,Noun,10,2
국정원,Noun,10,1
국제,Noun,1,5
국제,Noun,3,1
국제,Noun,4,1
국제,Noun,5,2
국제,Noun,9,1
국제,Noun,10,5
국토,Noun,10,1
국한,Noun,6,1
국한,Noun,8,2
국한,Noun,10,2
국현,Noun,4,1
국현,Noun,6,1
국회,Noun,10,1
국회의원,Noun,5,1
국회의원,Noun,10,2
굯,Noun,10,1
군,Noun,1,6
군,Noun,3,1
군,Noun,4,1
군,Noun,6,1
군,Noun,7,2
군,Noun,8,4
군,Noun,10,6
군,Suffix,1,2
군,Suffix,6,4
군,Suffix,7,5
군,Suffix,8,11
군,Suffix,9,4
군,Suffix,10,10
군경,Noun,4,1
군경,Noun,10,1
군굿,Noun,9,1
군단,Noun,5,1
군대,Noun,1,8
군대,Noun,3,1
군대,Noun,4,2
군대,Noun,5,1
군대,Noun,6,1
군대,Noun,8,3
군대,Noun,9,3
군대,Noun,10,9
군더더기,Noun,2,1
군더더기,Noun,6,1
군더더기,Noun,8,8
군더더기,Noun,9,11
군더더기,Noun,10,11
군데,Noun,1,2
군데,Noun,4,1
군데,Noun,6,1
군데,Noun,8,1
군데,Noun,9,1
군데,Noun,10,3
군데군데,Noun,5,3
군데군데,Noun,6,1
군데군데,Noun,7,3
군데군데,Noun,8,3
군데군데,Noun,9,3
군데군데,Noun,10,1
군도,Noun,1,1
군번줄,Noun,9,1
군복,Noun,8,1
군부,Noun,1,1
군사,Noun,8,1
군상,Noun,1,1
군상,Noun,3,1
군상,Noun,4,1
군상,Noun,6,4
군상,Noun,7,5
군상,Noun,8,8
군상,Noun,9,13
군상,Noun,10,12
군요,Eomi,9,1
군용,Noun,10,1
군인,Noun,1,10
군인,Noun,4,3
군인,Noun,5,6
군인,Noun,6,8
군인,Noun,7,3
군인,Noun,8,6
군인,Noun,9,6
군인,Noun,10,25
군중,Noun,9,2
군중심리,Noun,1,3
군중심리,Noun,2,1
군중심리,Noun,3,1
군중심리,Noun,6,1
군중씬,Noun,9,1
군함도,Noun,3,1
군함도,Noun,10,1
굳,Adjective,1,2
굳,Adjective,4,7
굳,Adjective,5,3
굳,Adjective,6,4
굳,Adjective,7,17
굳,Adjective,8,41
굳,Adjective,9,78
굳,Adjective,10,326
굳가,Adjective,5,1
굳건,Adjective,8,1
굳구,Adjective,10,2
굳군,Adjective,8,1
굳굳굳재밋어,Noun,9,1
굳굳쟙,Noun,8,1
굳꾿꾿,Noun,10,1
굳나,Adjective,8,1
굳말이,Adjective,10,1
굳숟굳수두둗,Noun,9,1
굳아,Adjective,10,1
굳어,Adjective,6,1
굳어있고,Adjective,1,1
굳어있는지,Adjective,1,1
굳에,Adjective,8,1
굳우,Adjective,10,1
굳이,Noun,1,12
굳이,Noun,2,3
굳이,Noun,4,1
굳이,Noun,5,11
굳이,Noun,6,15
굳이,Noun,7,11
굳이,Noun,8,15
굳이,Noun,9,7
굳이,Noun,10,13
굳이였고,Adjective,10,1
굳재밋음,Noun,9,1
굳좝,Noun,10,1
굴,Noun,1,1
굴,Noun,6,3
굴거리,Noun,3,1
굴곡,Noun,9,1
굴데,Adjective,1,1
굴뚝,Noun,7,1
굴러가는게,Verb,1,1
굴러가는지,Verb,10,1
굴러오는거,Verb,9,1
굴레,Noun,7,1
굴레,Noun,8,1
굴려,Adjective,10,1
굴르면서,Verb,10,1
굴린,Noun,8,1
굴복,Noun,7,1
굴어서,Adjective,5,1
굴욕,Noun,1,1
굴울,Adjective,10,1
굴자,Noun,9,1
굴자,Noun,10,1
굵,Adjective,6,2
굵게,Adjective,8,1
굵고,Adjective,10,1
굵었던,Adjective,8,1
굵었던,Adjective,10,1
굵은,Adjective,9,1
굵직한,Adjective,1,1
굼,Noun,4,1
굼,Noun,7,1
굼뜬,Noun,5,1
굼뜸,Noun,8,1
굼방,Noun,5,1
굽는것,Verb,7,1
굽니다,Verb,4,1
굽히지,Verb,5,1
굽힌게,Verb,10,1
굿,Foreign,10,1
굿,Noun,1,1
굿,Noun,3,2
굿,Noun,4,2
굿,Noun,5,7
굿,Noun,6,8
굿,Noun,7,26
굿,Noun,8,108
굿,Noun,9,164
굿,Noun,10,444
굿@4,ScreenName,10,1
굿곳굿,Noun,10,1
굿구,Noun,10,1
굿구슉수규귯수,Noun,9,1
굿국굯굿,Noun,10,1
굿국굿굼국짱,Noun,9,1
굿국굿굿,Noun,10,1
굿굯굿굿굿,Noun,10,1
굿굳궂굴궇굿,Noun,7,1
굿굿,Noun,5,5
굿굿,Noun,6,2
굿굿,Noun,7,7
굿굿,Noun,8,27
굿굿,Noun,9,67
굿굿,Noun,10,171
굿굿구,Noun,10,1
굿굿굴,Noun,9,1
굿굿굿,Noun,1,1
굿굿굿,Noun,8,9
굿굿굿,Noun,9,11
굿굿굿,Noun,10,57
굿굿굿굼굿굿,Noun,9,1
굿굿굿굿,Noun,8,2
굿굿굿굿,Noun,9,6
굿굿굿굿,Noun,10,25
굿굿굿굿곳굿굿굿곳굿굿곳,Noun,10,1
굿굿굿굿꼭,Noun,10,1
굿굿굿굿말,Noun,10,1
굿굿굿굿뷁부,Noun,10,1
굿굿굿둣,Noun,9,1
굿굿굿재밋,Noun,8,1
굿굿귯,Noun,9,1
굿굿귯,Noun,10,1
굿굿끝,Noun,10,1
굿굿땀,Noun,9,1
굿굿마쁨,Noun,10,1
굿굿볼,Noun,9,1
굿굿이었슴,Noun,10,1
굿굿임좀,Noun,9,1
굿굿잼,Noun,10,1
굿궂굿,Noun,8,1
굿궇굿,Noun,10,1
굿규귯굿굿,Noun,7,1
굿귯,Noun,8,1
굿귯,Noun,10,1
굿꾸르르르르를잼,Noun,10,1
굿꿀잼,Noun,8,1
굿드,Noun,9,1
굿드,Noun,10,1
굿맨,Noun,10,2
굿모닝,Noun,10,1
굿바이,Noun,7,1
굿바이,Noun,8,1
굿바이,Noun,10,3
굿볼,Noun,9,2
굿산,Noun,10,1
굿샷,Noun,9,1
굿숫수,Noun,9,1
굿임,Noun,8,1
굿임,Noun,10,4
굿잡,Noun,9,4
굿잡,Noun,10,5
굿잡굿잡굿잡굿잡굿잡굿,Noun,10,1
굿재밋,Noun,10,1
굿재밋음굿굿굿,Noun,10,1
굿잼,Noun,5,1
굿잼,Noun,8,1
굿잼,Noun,9,1
굿잼,Noun,10,4
굿잼굿잼갓잼갓잼,Noun,10,1
굿잼꿀잼꿀,Noun,10,1
궀궅굳궂궃굳,Noun,10,1
궁,Noun,2,1
궁,Noun,5,1
궁,Noun,7,1
궁,Noun,8,1
궁,Noun,9,3
궁,Noun,10,3
궁굼한건,Noun,4,1
궁굼합니,Noun,10,1
궁굼해,Noun,9,1
궁굿궁굿,Noun,10,1
궁궁,Noun,6,1
궁극,Noun,9,1
궁금,Noun,7,4
궁금,Noun,9,1
궁금,Noun,10,4
궁금증,Noun,2,1
궁금증,Noun,6,1
궁금증,Noun,7,1
궁금증,Noun,8,2
궁금증,Noun,9,1
궁금증,Noun,10,1
궁금하거,Adjective,1,1
궁금하게,Adjective,9,3
궁금하게,Adjective,10,1
궁금하고,Adjective,7,1
궁금하고,Adjective,10,1
궁금하군요,Adjective,7,1
궁금하군요,Adjective,10,1
궁금하기도,Adjective,8,1
궁금하기도,Adjective,10,2
궁금하긴,Adjective,1,1
궁금하긴하네,Adjective,8,1
궁금하긴한데,Adjective,9,1
궁금하나,Adjective,9,1
궁금하내,Adjective,10,1
궁금하네,Adjective,1,1
궁금하네,Adjective,3,1
궁금하네,Adjective,10,1
궁금하네여,Adjective,9,1
궁금하네요,Adjective,1,3
궁금하네요,Adjective,7,3
궁금하네요,Adjective,8,1
궁금하네요,Adjective,9,2
궁금하네요,Adjective,10,4
궁금하는,Adjective,9,1
궁금하다,Adjective,1,2
궁금하다,Adjective,6,1
궁금하다,Adjective,7,3
궁금하다,Adjective,8,2
궁금하다,Adjective,9,1
궁금하다,Adjective,10,3
궁금하다고,Adjective,8,1
궁금하더라,Adjective,1,1
궁금하면,Adjective,1,1
궁금하면,Adjective,8,1
궁금하시면,Adjective,1,1
궁금하시면,Adjective,2,1
궁금하시면,Adjective,10,1
궁금하여,Adjective,7,1
궁금하죠,Adjective,10,1
궁금하지도,Adjective,1,1
궁금한,Adjective,1,1
궁금한,Adjective,4,1
궁금한,Adjective,5,1
궁금한거,Adjective,6,1
궁금한게,Adjective,1,1
궁금한게,Adjective,3,1
궁금한게,Adjective,7,1
궁금한게,Adjective,8,1
궁금한게,Adjective,9,1
궁금한데,Adjective,1,1
궁금한지,Adjective,10,1
궁금할,Adjective,1,1
궁금할,Adjective,9,1
궁금할것,Adjective,4,1
궁금함,Adjective,7,1
궁금함,Adjective,10,1
궁금함이,Adjective,8,2
궁금합니다,Adjective,3,1
궁금합니다,Adjective,8,1
궁금합니다,Adjective,10,1
궁금해,Adjective,7,1
궁금해,Adjective,8,4
궁금해,Adjective,9,1
궁금해,Adjective,10,3
궁금해서,Adjective,1,10
궁금해서,Adjective,3,1
궁금해서,Adjective,5,2
궁금해서,Adjective,8,3
궁금해서,Adjective,9,2
궁금해서,Adjective,10,4
궁금해요,Adjective,7,1
궁금해요,Adjective,8,1
궁금해요,Adjective,10,1
궁금해져,Adjective,10,1
궁금해져요,Adjective,10,1
궁금해졌고,Adjective,10,1
궁금해지는,Adjective,9,3
궁금해지더라구요,Adjective,10,1
궁금해진다,Adjective,10,1
궁금해하고,Adjective,9,1
궁금해하는,Adjective,5,1
궁금해하시는데,Adjective,9,1
궁금햇,Noun,8,1
궁금햇,Noun,9,1
궁금했고,Adjective,8,2
궁금했는데,Adjective,5,1
궁금했는데,Adjective,7,2
궁금했는데,Adjective,8,4
궁금했는데,Adjective,9,4
궁금했는데,Adjective,10,7
궁금했다,Adjective,6,1
궁금했다,Adjective,8,1
궁금했던,Adjective,4,1
궁금했던,Adjective,6,1
궁금했어요,Adjective,10,1
궁금했었는데,Adjective,8,1
궁금했었는데,Adjective,9,1
궁금했음,Adjective,5,1
궁금했음,Adjective,8,1
궁금했지만,Adjective,10,1
궁긍,Noun,9,1
궁긍증,Noun,9,1
궁뎅,Noun,8,1
궁상,Noun,7,1
궁잼,Noun,10,1
궁지,Noun,9,1
궁지,Noun,10,1
궁합,Noun,6,1
궁합,Noun,7,1
궂,Noun,1,1
궂,Noun,3,1
궂,Noun,7,1
궄,Noun,10,1
권,Noun,1,1
권,Noun,8,1
권,Noun,9,1
권,Noun,10,1
권,Suffix,1,1
권,Suffix,2,1
권,Suffix,3,1
권,Suffix,7,1
권,Suffix,8,3
권,Suffix,9,3
권,Suffix,10,15
권력,Noun,10,2
권력자,Noun,8,1
권력자,Noun,10,2
권선,Noun,1,2
권선,Noun,2,1
권선,Noun,3,1
권선,Noun,5,2
권선,Noun,9,2
권선,Noun,10,4
권유,Noun,3,1
권유,Noun,10,1
권장,Noun,1,1
권장,Noun,10,1
권하고,Verb,8,1
권하고,Verb,10,1
권하고싶진,Verb,5,1
권한다,Verb,10,1
권할만,Verb,7,1
권할만,Verb,10,1
권함,Verb,8,1
권합니다,Verb,9,1
권했는데,Verb,10,1
권혁수,Noun,1,1
권혁수,Noun,9,1
귀,Modifier,1,4
귀,Modifier,5,1
귀,Modifier,6,1
귀,Modifier,7,3
귀,Modifier,8,3
귀,Modifier,9,4
귀,Modifier,10,16
귀,Noun,1,3
귀,Noun,2,1
귀,Noun,3,1
귀,Noun,7,3
귀,Noun,8,2
귀,Noun,9,1
귀,Noun,10,5
귀가,Noun,5,1
귀가,Noun,8,1
귀국,Noun,10,1
귀로,Noun,1,1
귀마개,Noun,1,1
귀신,Noun,1,4
귀신,Noun,5,1
귀신,Noun,7,1
귀신,Noun,8,5
귀신,Noun,9,7
귀신,Noun,10,15
귀신의집,Noun,1,2
귀여,Adjective,8,1
귀여,Adjective,10,1
귀여우면서,Adjective,10,1
귀여우세요,Adjective,10,1
귀여우세용,Adjective,10,1
귀여우시고,Adjective,7,1
귀여우시고,Adjective,9,1
귀여우시고,Adjective,10,1
귀여우시다,Adjective,10,1
귀여운,Adjective,6,1
귀여운,Adjective,10,3
귀여운거,Adjective,6,1
귀여운거,Adjective,10,1
귀여운데,Adjective,7,1
귀여운데,Adjective,10,1
귀여워,Adjective,1,1
귀여워,Adjective,8,2
귀여워,Adjective,9,1
귀여워,Adjective,10,6
귀여워서,Adjective,7,1
귀여워서,Adjective,9,3
귀여워여,Adjective,10,1
귀여워요,Adjective,6,1
귀여워요,Adjective,7,1
귀여워요,Adjective,8,1
귀여워요,Adjective,9,3
귀여워요,Adjective,10,7
귀여워용,Adjective,8,1
귀여웠고,Adjective,8,1
귀여웠고,Adjective,9,1
귀여웠고,Adjective,10,1
귀여웠다,Adjective,7,2
귀여웠다,Adjective,10,1
귀여웠어요,Adjective,6,1
귀여웠어요,Adjective,8,1
귀여웠어요,Adjective,9,1
귀여웠어요,Adjective,10,5
귀여웠어용,Adjective,10,1
귀여웠음,Adjective,8,2
귀여웠음,Adjective,10,1
귀여웡,Noun,8,1
귀염,Noun,10,2
귀엽,Adjective,8,1
귀엽,Adjective,9,2
귀엽,Adjective,10,3
귀엽게,Adjective,10,1
귀엽게나,Adjective,7,1
귀엽고,Adjective,5,1
귀엽고,Adjective,6,1
귀엽고,Adjective,8,6
귀엽고,Adjective,10,14
귀엽구,Adjective,10,2
귀엽네요,Adjective,4,1
귀엽네요,Adjective,5,1
귀엽네요,Adjective,8,2
귀엽네요,Adjective,9,1
귀엽네요,Adjective,10,2
귀엽다,Adjective,7,2
귀엽다,Adjective,8,3
귀엽다,Adjective,9,1
귀엽다,Adjective,10,4
귀엽다는,Adjective,6,1
귀엽당,Adjective,8,1
귀엽던데,Adjective,8,1
귀엽던지,Adjective,10,1
귀요미,Noun,5,1
귀요미,Noun,7,1
귀요미,Noun,8,6
귀요미,Noun,9,10
귀요미,Noun,10,9
귀욤,Noun,7,1
귀욤,Noun,10,1
귀중한,Adjective,1,1
귀중한,Adjective,7,1
귀찮,Adjective,1,1
귀찮게,Adjective,5,1
귀찮게,Adjective,8,1
귀찮게,Adjective,10,1
귀찮다,Adjective,3,1
귀찮다고,Adjective,1,1
귀찮아,Adjective,5,1
귀찮아서,Adjective,1,2
귀찮아서,Adjective,5,1
귀찮아서,Adjective,8,1
귀찮아서,Adjective,9,1
귀찮아서,Adjective,10,1
귀찮아하는데,Adjective,1,1
귀찮음,Adjective,1,1
귀태,Noun,8,1
귀하,Noun,8,1
귀한,Adjective,1,1
귀한,Adjective,2,1
귀한,Adjective,10,2
귀함을,Adjective,9,1
귀화,Noun,8,1
귀화,Noun,9,2
귀환,Noun,8,1
귓가,Noun,10,1
귓구멍,Noun,10,1
규,Noun,8,2
규,Noun,9,3
규,Noun,10,1
규규,Noun,7,1
규럼,Noun,7,1
규명,Noun,3,1
규명,Noun,4,1
규명,Noun,9,2
규명,Noun,10,1
규모,Noun,4,1
규모,Noun,8,5
규모,Noun,10,2
규수,Noun,10,1
규아어우,Noun,7,1
규웃,Noun,9,1
규윳,Noun,7,1
규정,Noun,7,1
규제,Noun,6,1
귝,Noun,3,1
귝귣,Noun,10,1
균등해야하는것,Adjective,7,1
균형,Noun,1,2
균형,Noun,8,1
균형,Noun,10,2
귣,Noun,8,1
귣,Noun,10,2
귣굳귣,Noun,10,1
귯,Noun,9,1
귯,Noun,10,2
귯굿,Noun,10,1
귯굿국굿수수굿드,Noun,10,1
귯굿귯굿귯굿귯,Noun,8,1
귯귯,Noun,10,1
그,Determiner,1,79
그,Determiner,2,28
그,Determiner,3,21
그,Determiner,4,15
그,Determiner,5,54
그,Determiner,6,73
그,Determiner,7,98
그,Determiner,8,137
그,Determiner,9,123
그,Determiner,10,245
그,Modifier,3,2
그,Modifier,4,2
그,Modifier,5,9
그,Modifier,6,9
